source,name,area,area_id,wikiname,group,term,image,id,name__en,wikipedia__en,gender,birth_date,given_name,twitter,identifier__viaf,death_date,name__es,name__nl,name__de,name__nb,name__da,name__nn,name__sv,wikipedia__es,name__fr,name__fa
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_2009",Roger Edwards,Camp,ocd-division/country:fk/constituency:camp,Roger Anthony Edwards,Independent,2009,http://www.falklands.gov.fk/assets/Roger-Edwards-2-209x300.jpg,Q15729963,Roger Edwards,Roger Edwards (Falkland Islands politician),male,1946-01-01,Roger,,,,Roger Edwards (político malvinense),Roger Edwards,Roger Edwards,,,,,Roger Edwards,Roger Edwards,راجر ادواردز
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_2009",Sharon Halford,Camp,ocd-division/country:fk/constituency:camp,Sharon Halford,Independent,2009,https://upload.wikimedia.org/wikipedia/commons/f/fa/Sharon_Halford.jpg,Q7490080,Sharon Halford,Sharon Halford,female,1953-11-27,Sharon,,,,Sharon Halford,Sharon Halford,Sharon Halford,Sharon Halford,Sharon Halford,Sharon Halford,Sharon Halford,Sharon Halford,Sharon Halford,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_2009",Bill Luxton,Camp,ocd-division/country:fk/constituency:camp,Bill Luxton,Independent,2009,,Q4909978,Bill Luxton,Bill Luxton,male,1940-01-01,Bill,,,,Bill Luxton,,Bill Luxton,Bill Luxton,Bill Luxton,Bill Luxton,Bill Luxton,Bill Luxton,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_2005",Richard Davies,Stanley,ocd-division/country:fk/constituency:stanley,,Independent,2005,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_2005",Mike Summers,Stanley,ocd-division/country:fk/constituency:stanley,Mike Summers,Independent,2005,http://www.falklands.gov.fk/assets/Mike-Summers-1-233x300.jpg,Q15729606,Mike Summers,Mike Summers,male,1952-01-01,Mike,,,,Mike Summers,,Mike Summers,,,,,Mike Summers,Mike Summers,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_2005",Andrea Clausen,Stanley,ocd-division/country:fk/constituency:stanley,Andrea Patricia Clausen,Independent,2005,,Q4755019,Andrea Clausen,Andrea Clausen (politician),female,1971-01-01,Andrea,,,,Andrea Clausen,Andrea Clausen,Andrea Clausen,Andrea Clausen,Andrea Clausen,Andrea Clausen,Andrea Clausen,Andrea Clausen (política),,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_2005",Richard Cockwell,Stanley,ocd-division/country:fk/constituency:stanley,Richard Cockwell,Independent,2005,,Q7324814,Richard Cockwell,Richard Cockwell,male,1939-01-01,Richard,,220504676,,Richard Cockwell,Richard Cockwell,Richard Cockwell,Richard Cockwell,Richard Cockwell,Richard Cockwell,Richard Cockwell,Richard Cockwell,Richard Cockwell,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_2005",Janet Robertson,Stanley,ocd-division/country:fk/constituency:stanley,Janet Robertson,Independent,2005,,Q6153575,Janet Robertson,Janet Robertson,female,1965-01-01,Janet,,,,Janet Robertson,,Janet Robertson,Janet Robertson,Janet Robertson,Janet Robertson,Janet Robertson,Janet Robertson,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_2005",Ian Hansen,Camp,ocd-division/country:fk/constituency:camp,Ian Hansen,Independent,2005,http://www.falklands.gov.fk/assets/IH-1-232x300.jpg,Q5981738,Ian Hansen,Ian Hansen,male,1958-01-01,Ian,,,,Ian Hansen,Ian Hansen,Ian Hansen,Ian Hansen,Ian Hansen,Ian Hansen,Ian Hansen,Ian Hansen,Ian Hansen,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_2005",Michael Rendell,Camp,ocd-division/country:fk/constituency:camp,Michael Rendell,Independent,2005,,Q6848546,Mike Rendell,Mike Rendell,male,1944-01-01,Mike,,,,Mike Rendell,,Mike Rendell,,,,,Mike Rendell,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_2005",Richard Stevens,Camp,ocd-division/country:fk/constituency:camp,Richard James Stevens,Independent,2005,,Q7329250,Richard Stevens,Richard Stevens (Falkland Islands politician),male,1955-01-01,Richard,,,,Richard Stevens,,Richard Stevens,Richard Stevens,Richard Stevens,Richard Stevens,Richard Stevens,Richard Stevens,Richard Stevens,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_2001",Michael Summers,Stanley,ocd-division/country:fk/constituency:stanley,Mike Summers,Independent,2001,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_2001",Stephen Luxton,Stanley,ocd-division/country:fk/constituency:stanley,,Independent,2001,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_2001",John Birmingham,Stanley,ocd-division/country:fk/constituency:stanley,John Birmingham (politician),Independent,2001,,Q6221980,John Birmingham,John Birmingham (politician),male,1953-01-01,John,,,,John Birmingham,John Birmingham,John Birmingham,John Birmingham,John Birmingham,John Birmingham,John Birmingham,John Birmingham,John Birmingham,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_2001",Jan Cheek,Stanley,ocd-division/country:fk/constituency:stanley,Jan Cheek,Independent,2001,http://www.falklands.gov.fk/assets/DSC_04761-211x300.jpg,Q6148688,Jan Cheek,Jan Cheek,female,1948-01-01,Jan,,,,Jan Cheek,Jan Cheek,Jan Cheek,Jan Cheek,Jan Cheek,Jan Cheek,Jan Cheek,Jan Cheek,Jan Cheek,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_2001",Richard Cockwell,Stanley,ocd-division/country:fk/constituency:stanley,Richard Cockwell,Independent,2001,,Q7324814,Richard Cockwell,Richard Cockwell,male,1939-01-01,Richard,,220504676,,Richard Cockwell,Richard Cockwell,Richard Cockwell,Richard Cockwell,Richard Cockwell,Richard Cockwell,Richard Cockwell,Richard Cockwell,Richard Cockwell,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_2001",Norma Edwards,Camp,ocd-division/country:fk/constituency:camp,,Independent,2001,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_2001",Roger Edwards,Camp,ocd-division/country:fk/constituency:camp,Roger Edwards (politician),Independent,2001,http://www.falklands.gov.fk/assets/Roger-Edwards-2-209x300.jpg,Q15729963,Roger Edwards,Roger Edwards (Falkland Islands politician),male,1946-01-01,Roger,,,,Roger Edwards (político malvinense),Roger Edwards,Roger Edwards,,,,,Roger Edwards,Roger Edwards,راجر ادواردز
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_2001",Philip Miller,Camp,ocd-division/country:fk/constituency:camp,,Independent,2001,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1997",Jan Cheek,Stanley,ocd-division/country:fk/constituency:stanley,Jan Cheek,Independent,1997,http://www.falklands.gov.fk/assets/DSC_04761-211x300.jpg,Q6148688,Jan Cheek,Jan Cheek,female,1948-01-01,Jan,,,,Jan Cheek,Jan Cheek,Jan Cheek,Jan Cheek,Jan Cheek,Jan Cheek,Jan Cheek,Jan Cheek,Jan Cheek,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1997",Mike Summers,Stanley,ocd-division/country:fk/constituency:stanley,Mike Summers,Independent,1997,http://www.falklands.gov.fk/assets/Mike-Summers-1-233x300.jpg,Q15729606,Mike Summers,Mike Summers,male,1952-01-01,Mike,,,,Mike Summers,,Mike Summers,,,,,Mike Summers,Mike Summers,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1997",Lewis Clifton,Stanley,ocd-division/country:fk/constituency:stanley,,Independent,1997,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1997",John Birmingham,Stanley,ocd-division/country:fk/constituency:stanley,John Birmingham (politician),Independent,1997,,Q6221980,John Birmingham,John Birmingham (politician),male,1953-01-01,John,,,,John Birmingham,John Birmingham,John Birmingham,John Birmingham,John Birmingham,John Birmingham,John Birmingham,John Birmingham,John Birmingham,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1997",Sharon Halford,Stanley,ocd-division/country:fk/constituency:stanley,Sharon Halford,Independent,1997,https://upload.wikimedia.org/wikipedia/commons/f/fa/Sharon_Halford.jpg,Q7490080,Sharon Halford,Sharon Halford,female,1953-11-27,Sharon,,,,Sharon Halford,Sharon Halford,Sharon Halford,Sharon Halford,Sharon Halford,Sharon Halford,Sharon Halford,Sharon Halford,Sharon Halford,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1997",Bill Luxton,Camp,ocd-division/country:fk/constituency:camp,Bill Luxton,Independent,1997,,Q4909978,Bill Luxton,Bill Luxton,male,1940-01-01,Bill,,,,Bill Luxton,,Bill Luxton,Bill Luxton,Bill Luxton,Bill Luxton,Bill Luxton,Bill Luxton,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1997",Richard Cockwell,Camp,ocd-division/country:fk/constituency:camp,Richard Cockwell,Independent,1997,,Q7324814,Richard Cockwell,Richard Cockwell,male,1939-01-01,Richard,,220504676,,Richard Cockwell,Richard Cockwell,Richard Cockwell,Richard Cockwell,Richard Cockwell,Richard Cockwell,Richard Cockwell,Richard Cockwell,Richard Cockwell,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1997",Norma Edwards,Camp,ocd-division/country:fk/constituency:camp,,Independent,1997,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1993",Bill Luxton,Camp,ocd-division/country:fk/constituency:camp,Bill Luxton,Independent,1993,,Q4909978,Bill Luxton,Bill Luxton,male,1940-01-01,Bill,,,,Bill Luxton,,Bill Luxton,Bill Luxton,Bill Luxton,Bill Luxton,Bill Luxton,Bill Luxton,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1993",Eric Goss,Camp,ocd-division/country:fk/constituency:camp,,Independent,1993,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1993",Norma Edwards,Camp,ocd-division/country:fk/constituency:camp,,Independent,1993,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1993",Richard Stevens,Camp,ocd-division/country:fk/constituency:camp,Richard Stevens (Falkland Islands politician),Independent,1993,,Q7329250,Richard Stevens,Richard Stevens (Falkland Islands politician),male,1955-01-01,Richard,,,,Richard Stevens,,Richard Stevens,Richard Stevens,Richard Stevens,Richard Stevens,Richard Stevens,Richard Stevens,Richard Stevens,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1993",Charles Keenleyside,Stanley,ocd-division/country:fk/constituency:stanley,,Independent,1993,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1993",John Cheek,Stanley,ocd-division/country:fk/constituency:stanley,,Independent,1993,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1993",Wendy Teggart,Stanley,ocd-division/country:fk/constituency:stanley,,Independent,1993,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1993",Sharon Halford,Stanley,ocd-division/country:fk/constituency:stanley,Sharon Halford,Independent,1993,https://upload.wikimedia.org/wikipedia/commons/f/fa/Sharon_Halford.jpg,Q7490080,Sharon Halford,Sharon Halford,female,1953-11-27,Sharon,,,,Sharon Halford,Sharon Halford,Sharon Halford,Sharon Halford,Sharon Halford,Sharon Halford,Sharon Halford,Sharon Halford,Sharon Halford,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1989",Bill Luxton,Camp,ocd-division/country:fk/constituency:camp,Bill Luxton,Independent,1989,,Q4909978,Bill Luxton,Bill Luxton,male,1940-01-01,Bill,,,,Bill Luxton,,Bill Luxton,Bill Luxton,Bill Luxton,Bill Luxton,Bill Luxton,Bill Luxton,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1989",Norma Edwards,Camp,ocd-division/country:fk/constituency:camp,,Independent,1989,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1989",Ron Binnie,Camp,ocd-division/country:fk/constituency:camp,,Independent,1989,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1989",Kevin Kilmartin,Camp,ocd-division/country:fk/constituency:camp,,Independent,1989,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1989",Harold Rowlands,Stanley,ocd-division/country:fk/constituency:stanley,,Independent,1989,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1989",Terry Peck,Stanley,ocd-division/country:fk/constituency:stanley,Terry Peck,Independent,1989,,Q7704907,Terry Peck,Terry Peck,male,1938-08-02,Terry,,,2006-12-30,Terry Peck,,Terry Peck,Terry Peck,Terry Peck,Terry Peck,Terry Peck,Terry Peck,Terry Peck,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1989",Gavin Short,Stanley,ocd-division/country:fk/constituency:stanley,Gavin Short,Independent,1989,http://www.falklands.gov.fk/assets/GS-2-199x300.jpg,Q5528273,Gavin Short,Gavin Short,male,1962-01-01,Gavin,gav424,,,Gavin Short,,Gavin Short,Gavin Short,Gavin Short,Gavin Short,Gavin Short,Gavin Short,Gavin Short,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1989","Gerrard ""Fred"" Robson",Stanley,ocd-division/country:fk/constituency:stanley,,Independent,1989,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1985",Anthony Thomas Blake,Camp,ocd-division/country:fk/constituency:camp,,Independent,1985,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1985",Lionel Geoffrey Blake,Camp,ocd-division/country:fk/constituency:camp,,Independent,1985,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1985",Robin Myles Lee,Camp,ocd-division/country:fk/constituency:camp,,Independent,1985,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1985",Timothy John Durose Miller,Camp,ocd-division/country:fk/constituency:camp,,Independent,1985,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1985",Darwin Lewis Clifton,Stanley,ocd-division/country:fk/constituency:stanley,,Independent,1985,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1985","Charles Desmond Keenleyside, Jr",Stanley,ocd-division/country:fk/constituency:stanley,,Independent,1985,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1985",Norma Edwards,Stanley,ocd-division/country:fk/constituency:stanley,,Independent,1985,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1985",John Edward Cheek,Stanley,ocd-division/country:fk/constituency:stanley,,Independent,1985,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1981",Anthony Thomas Blake,Camp,ocd-division/country:fk/constituency:camp,,Independent,1981,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1981",Ronald Eric Binnie,East Falkland,ocd-division/country:fk/constituency:east-falkland,,Independent,1981,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1981",William Henry Goss,East Stanley,ocd-division/country:fk/constituency:east-stanley,,Independent,1981,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1981",Terence John Peck,Stanley,ocd-division/country:fk/constituency:stanley,Terence John Peck,Independent,1981,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1981",Lionel Geoffrey Blake,West Falkland,ocd-division/country:fk/constituency:west-falkland,,Independent,1981,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1981",John Edward Cheek,West Stanley,ocd-division/country:fk/constituency:west-stanley,,Independent,1981,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1977",Timothy John Durose Miller,Camp,ocd-division/country:fk/constituency:camp,,Independent,1977,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1977",Adrian Bertrand Monk,East Falkland,ocd-division/country:fk/constituency:east-falkland,,Independent,1977,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1977",William Henry,East Stanley,ocd-division/country:fk/constituency:east-stanley,,Independent,1977,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1977",William Edward Bowles,Stanley,ocd-division/country:fk/constituency:stanley,,Independent,1977,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1977",Derek Stanley Evans,West Falkland,ocd-division/country:fk/constituency:west-falkland,,Independent,1977,,,,,,,,,,,,,,,,,,,,
"https://en.wikipedia.org/wiki/Falkland_Islands_general_election,_1977",Stuart Barrett Wallace,West Stanley,ocd-division/country:fk/constituency:west-stanley,,Independent,1977,,,,,,,,,,,,,,,,,,,,
