id,name,sort_name,given_name,family_name,area,council,party,faction,image,term,source,birth_date,gender,council_id,start_date,end_date
4064,Joachim Eder,"Eder, Joachim",Joachim,Eder,ZG,S,FDP-Liberale,RL,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2780.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4064,,,,,
316,Christine Egerszegi-Obrist,"Egerszegi-Obrist, Christine",Christine,Egerszegi-Obrist,AG,S,FDP-Liberale,RL,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2380.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=316,,,,,
4110,Hans Egloff,"Egloff, Hans",Hans,Egloff,ZH,N,SVP,V,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3005.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4110,,,,,
3875,Corina Eichenberger-Walther,"Eichenberger-Walther, Corina",Corina,Eichenberger-Walther,AG,N,FDP-Liberale,RL,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2678.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=3875,,,,,
4055,Stefan Engler,"Engler, Stefan",Stefan,Engler,GR,S,CVP,CE,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2768.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4055,,,,,
3876,Yvette Estermann,"Estermann, Yvette",Yvette,Estermann,LU,N,SVP,V,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2679.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=3876,,,,,
4056,Daniel Fässler,"Fässler, Daniel",Daniel,Fässler,AI,N,CVP,CE,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2767.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4056,,,,,
319,Hans Fehr,"Fehr, Hans",Hans,Fehr,ZH,N,SVP,V,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2383.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=319,,,,,
405,Jacqueline Fehr,"Fehr, Jacqueline",Jacqueline,Fehr,ZH,N,SP,S,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2455.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=405,,,,,
4077,Olivier Feller,"Feller, Olivier",Olivier,Feller,VD,N,FDP-Liberale,RL,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2789.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4077,,,,,
4069,Yvonne Feri,"Feri, Yvonne",Yvonne,Feri,AG,N,SP,S,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2777.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4069,,,,,
466,Anita Fetz,"Fetz, Anita",Anita,Fetz,BS,S,SP,S,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2061.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=466,,,,,
3877,Doris Fiala,"Fiala, Doris",Doris,Fiala,ZH,N,FDP-Liberale,RL,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2680.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=3877,,,,,
4089,Roland Fischer,"Fischer, Roland",Roland,Fischer,LU,N,glp,GL,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2794.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4089,,,,,
4059,Beat Flach,"Flach, Beat",Beat,Flach,AG,N,glp,GL,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2765.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4059,,,,,
3878,Sylvia Flückiger-Bäni,"Flückiger-Bäni, Sylvia",Sylvia,Flückiger-Bäni,AG,N,SVP,V,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2681.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=3878,,,,,
1122,Kurt Fluri,"Fluri, Kurt",Kurt,Fluri,SO,N,FDP-Liberale,RL,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2594.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=1122,,,,,
321,Peter Föhn,"Föhn, Peter",Peter,Föhn,SZ,S,SVP,V,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2385.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=321,,,,,
3915,Jean-René Fournier,"Fournier, Jean-René",Jean-René,Fournier,VS,S,CVP,CE,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2718.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=3915,,,,,
3879,Olivier Français,"Français, Olivier",Olivier,Français,VD,N,FDP-Liberale,RL,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2682.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=3879,,,,,
4042,Sebastian Frehner,"Frehner, Sebastian",Sebastian,Frehner,BS,N,SVP,V,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2750.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4042,,,,,
1127,Oskar Freysinger,"Freysinger, Oskar",Oskar,Freysinger,VS,N,SVP,V,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2595.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=1127,,,,,
4074,Pierre-Alain Fridez,"Fridez, Pierre-Alain",Pierre-Alain,Fridez,JU,N,SP,S,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2778.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4074,,,,,
4131,Claudia Friedl,"Friedl, Claudia",Claudia,Friedl,SG,N,SP,S,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3035.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4131,,,,,
1125,Chantal Galladé,"Galladé, Chantal",Chantal,Galladé,ZH,N,SP,S,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2597.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=1125,,,,,
4071,Urs Gasche,"Gasche, Urs",Urs,Gasche,BE,N,BDP,BD,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2764.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4071,,,,,
4104,Josias F. Gasser,"Gasser, Josias F.",Josias F.,Gasser,GR,N,glp,GL,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3015.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4104,,,,,
3880,Andrea Martina Geissbühler,"Geissbühler, Andrea Martina",Andrea Martina,Geissbühler,BE,N,SVP,V,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2683.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=3880,,,,,
1117,Jean-René Germanier,"Germanier, Jean-René",Jean-René,Germanier,VS,N,FDP-Liberale,RL,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2598.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=1117,,,,,
825,Hannes Germann,"Germann, Hannes",Hannes,Germann,SH,S,SVP,V,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2575.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=825,,,,,
91,Ulrich Giezendanner,"Giezendanner, Ulrich",Ulrich,Giezendanner,AG,N,SVP,V,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2292.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=91,,,,,
3881,Yvonne Gilli,"Gilli, Yvonne",Yvonne,Gilli,SG,N,GPS,G,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2684.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=3881,,,,,
3882,Bastien Girod,"Girod, Bastien",Bastien,Girod,ZH,N,GPS,G,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2685.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=3882,,,,,
1337,Ida Glanzmann-Hunkeler,"Glanzmann-Hunkeler, Ida",Ida,Glanzmann-Hunkeler,LU,N,CVP,CE,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2657.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=1337,,,,,
4093,Balthasar Glättli,"Glättli, Balthasar",Balthasar,Glättli,ZH,N,GPS,G,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3003.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4093,,,,,
4096,Alois Gmür,"Gmür, Alois",Alois,Gmür,SZ,N,CVP,CE,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3001.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4096,,,,,
4137,Roger Golay,"Golay, Roger",Roger,Golay,GE,N,MCR,V,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3039.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4137,,,,,
4116,Petra Gössi,"Gössi, Petra",Petra,Gössi,SZ,N,FDP-Liberale,RL,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3023.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4116,,,,,
3884,Jean-Pierre Graber,"Graber, Jean-Pierre",Jean-Pierre,Graber,BE,N,SVP,V,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2687.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=3884,,,,,
3921,Konrad Graber,"Graber, Konrad",Konrad,Graber,LU,S,CVP,CE,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2724.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=3921,,,,,
806,Maya Graf,"Graf, Maya",Maya,Graf,BL,N,GPS,G,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2569.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=806,,,,,
1295,Edith Graf-Litscher,"Graf-Litscher, Edith",Edith,Graf-Litscher,TG,N,SP,S,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2652.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=1295,,,,,
3885,Jean-Pierre Grin,"Grin, Jean-Pierre",Jean-Pierre,Grin,VD,N,SVP,V,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2688.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=3885,,,,,
97,Andreas Gross,"Gross, Andreas",Andreas,Gross,ZH,N,SP,S,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2296.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=97,,,,,
4083,Jürg Grossen,"Grossen, Jürg",Jürg,Grossen,BE,N,glp,GL,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2786.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4083,,,,,
3886,Hans Grunder,"Grunder, Hans",Hans,Grunder,BE,N,BDP,BD,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2689.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=3886,,,,,
4087,Jean-Paul Gschwind,"Gschwind, Jean-Paul",Jean-Paul,Gschwind,JU,N,CVP,CE,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2798.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4087,,,,,
4082,Bernhard Guhl,"Guhl, Bernhard",Bernhard,Guhl,AG,N,BDP,BD,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2785.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4082,,,,,
471,Felix Gutzwiller,"Gutzwiller, Felix",Felix,Gutzwiller,ZH,S,FDP-Liberale,RL,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2495.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=471,,,,,
4121,Barbara Gysi,"Gysi, Barbara",Barbara,Gysi,SG,N,SP,S,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3026.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4121,,,,,
1106,Brigitte Häberli-Koller,"Häberli-Koller, Brigitte",Brigitte,Häberli-Koller,TG,S,CVP,CE,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2600.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=1106,,,,,
4076,Philipp Hadorn,"Hadorn, Philipp",Philipp,Hadorn,SO,N,SP,S,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2792.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4076,,,,,
4061,Thomas Hardegger,"Hardegger, Thomas",Thomas,Hardegger,ZH,N,SP,S,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2763.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4061,,,,,
4149,Christine Häsler,"Häsler, Christine",Christine,Häsler,BE,N,GPS,G,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3051.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4149,,,,,
473,Hansjörg Hassler,"Hassler, Hansjörg",Hansjörg,Hassler,GR,N,BDP,BD,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2497.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=473,,,,,
4103,Markus Hausammann,"Hausammann, Markus",Markus,Hausammann,TG,N,SVP,V,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3002.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4103,,,,,
3916,Claude Hêche,"Hêche, Claude",Claude,Hêche,JU,S,SP,S,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2719.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=3916,,,,,
3887,Alfred Heer,"Heer, Alfred",Alfred,Heer,ZH,N,SVP,V,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2690.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=3887,,,,,
4139,Thomas Hefti,"Hefti, Thomas",Thomas,Hefti,GL,S,FDP-Liberale,RL,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3041.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=4139,,,,,
1156,Bea Heim,"Heim, Bea",Bea,Heim,SO,N,SP,S,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2601.jpg,50,http://www.parlament.ch/d/suche/Seiten/biografie.aspx?biografie_id=1156,,,,,
