id,name,family_name,group,area,chamber,term,source,image,email,facebook,twitter
192,BARANI Lucio,BARANI,Alleanza Liberalpopolare-Autonomie,Lombardia,Senate,17,http://politici.openpolis.it/politico/lucio-barani/192,http://politici.openpolis.it/politician/picture?content_id=192,sindaco@comunevillafrancainlunigiana.it <sindaco@comunevillafrancainlunigiana.it>mailto:lucio.barani@senato.it,"",https://twitter.com/#!/LUCIOBARANI
685753,Barozzino Giovanni,Barozzino,Gruppo Misto,Basilicata,Senate,17,http://politici.openpolis.it/politico/giovanni-barozzino/685753,http://politici.openpolis.it/politician/picture?content_id=685753,"","",""
686927,Battista Lorenzo,Battista,Gruppo per le autonomie-Psi,Friuli-Venezia Giulia,Senate,17,http://politici.openpolis.it/politico/lorenzo-battista/686927,http://politici.openpolis.it/politician/picture?content_id=686927,lorenzo.battista@senato.it,http://www.facebook.com/lorbat,https://twitter.com/#!/lor_bat
434820,Bellot Raffaela,Bellot,Gruppo Misto,Veneto,Senate,17,http://politici.openpolis.it/politico/raffaela-bellot/434820,http://politici.openpolis.it/politician/picture?content_id=434820,raffaela.bellot@senato.it,"",""
686973,Bencini Alessandra,Bencini,Gruppo Misto,Toscana,Senate,17,http://politici.openpolis.it/politico/alessandra-bencini/686973,http://politici.openpolis.it/politician/picture?content_id=686973,alessandra.bencini@senato.it,"",https://twitter.com/#!/alessandrabenci
6440,BERGER Johann Karl,BERGER,Gruppo per le autonomie-Psi,Trentino-Alto Adige,Senate,17,http://politici.openpolis.it/politico/johann-karl-berger/6440,http://politici.openpolis.it/politician/picture?content_id=6440,hans.berger@senato.it,"",""
332681,BERNINI Anna Maria,BERNINI,Popolo della Libertà,Emilia-Romagna,Senate,17,http://politici.openpolis.it/politico/anna-maria-bernini/332681,http://politici.openpolis.it/politician/picture?content_id=332681,annamaria.bernini@senato.it,"",https://twitter.com/#!/BerniniAM
330321,BERTACCO Stefano,BERTACCO,Popolo della Libertà,Veneto,Senate,17,http://politici.openpolis.it/politico/stefano-bertacco/330321,http://politici.openpolis.it/politician/picture?content_id=330321,stefano_bertacco@giunta.comune.verona.it,"",""
687122,Bertorotta Ornella,Bertorotta,Movimento 5 stelle,Sicilia,Senate,17,http://politici.openpolis.it/politico/ornella-bertorotta/687122,http://politici.openpolis.it/politician/picture?content_id=687122,ornella.bertorotta@senato.it,"",https://twitter.com/#!/OBertorotta
240830,BERTUZZI Maria Teresa,BERTUZZI,Partito Democratico,Emilia-Romagna,Senate,17,http://politici.openpolis.it/politico/maria-teresa-bertuzzi/240830,http://politici.openpolis.it/politician/picture?content_id=240830,mariateresa.bertuzzi@senato.it,"",https://twitter.com/#!/mtbertuzzi
687124,Bianco Amedeo,Bianco,Partito Democratico,Sicilia,Senate,17,http://politici.openpolis.it/politico/amedeo-bianco/687124,http://politici.openpolis.it/politician/picture?content_id=687124,amedeo.bianco@senato.it,"",""
1482,BIANCONI Laura,BIANCONI,Area Popolare (NCD-UDC),Emilia-Romagna,Senate,17,http://politici.openpolis.it/politico/laura-bianconi/1482,http://politici.openpolis.it/politician/picture?content_id=1482,senatrice@laurabianconi.it,http://www.facebook.com/laura.bianconi.14,https://twitter.com/#!/lauradicesena
686838,Bignami Laura,Bignami,Gruppo Misto,Lombardia,Senate,17,http://politici.openpolis.it/politico/laura-bignami/686838,http://politici.openpolis.it/politician/picture?content_id=686838,laura.bignami@senato.it,"",https://twitter.com/#!/LauraBignami1
121829,BILARDI Giovanni Emanuele,BILARDI,Area Popolare (NCD-UDC),Calabria,Senate,17,http://politici.openpolis.it/politico/giovanni-emanuele-bilardi/121829,http://politici.openpolis.it/politician/picture?content_id=121829,giovanniemanuele.bilardi@senato.it,"",https://twitter.com/#!/BilardiGiovanni
570842,BISINELLA Patrizia,BISINELLA,Gruppo Misto,Veneto,Senate,17,http://politici.openpolis.it/politico/patrizia-bisinella/570842,http://politici.openpolis.it/politician/picture?content_id=570842,patrizia.bisinella@senato.it,"",https://twitter.com/#!/PBisinella
685699,Blundo Rosetta Enza,Blundo,Movimento 5 stelle,Abruzzo,Senate,17,http://politici.openpolis.it/politico/rosetta-enza-blundo/685699,http://politici.openpolis.it/politician/picture?content_id=685699,rosettaenza.blundo@senato.it,http://www.facebook.com/enza.blundo,https://twitter.com/#!/enzablundo1
687663,Bocca Bernabò,Bocca,Popolo della Libertà,Friuli-Venezia Giulia,Senate,17,http://politici.openpolis.it/politico/bernab%C3%B2-bocca/687663,http://politici.openpolis.it/politician/picture?content_id=687663,"","",""
335787,Boccardi Michele,Boccardi,Popolo della Libertà,Puglia,Senate,17,http://politici.openpolis.it/politico/michele-boccardi/335787,http://politici.openpolis.it/politician/picture?content_id=335787,michele.boccardi@hotmail.it,"",""
687126,Bocchino Fabrizio,Bocchino,Gruppo Misto,Sicilia,Senate,17,http://politici.openpolis.it/politico/fabrizio-bocchino/687126,http://politici.openpolis.it/politician/picture?content_id=687126,fabrizio.bocchino@senato.it,"",https://twitter.com/#!/fbocchino
225,BONAIUTI Paolo,BONAIUTI,Area Popolare (NCD-UDC),Lombardia,Senate,17,http://politici.openpolis.it/politico/paolo-bonaiuti/225,http://politici.openpolis.it/politician/picture?content_id=225,paolo.bonaiuti@senato.it,"",""
226,BONDI Sandro,BONDI,Gruppo Misto,Lombardia,Senate,17,http://politici.openpolis.it/politico/sandro-bondi/226,http://politici.openpolis.it/politician/picture?content_id=226,BONDI_S@CAMERA.IT,"",https://twitter.com/#!/sandrobondi
1490,BONFRISCO Anna Cinzia,BONFRISCO,"Conservatori, Riformisti italiani",Veneto,Senate,17,http://politici.openpolis.it/politico/anna-cinzia-bonfrisco/1490,http://politici.openpolis.it/politician/picture?content_id=1490,bonfrisco_a@posta.senato.itmailto:bonfrisco@forzait.orgmailto:segreteria.bonfrisco@gmail.com,"",""
4475,BORIOLI Daniele Gaetano,BORIOLI,Partito Democratico,Piemonte,Senate,17,http://politici.openpolis.it/politico/daniele-gaetano-borioli/4475,http://politici.openpolis.it/politician/picture?content_id=4475,"","",https://twitter.com/#!/DanieleBorioli
686975,Bottici Laura,Bottici,Movimento 5 stelle,Toscana,Senate,17,http://politici.openpolis.it/politico/laura-bottici/686975,http://politici.openpolis.it/politician/picture?content_id=686975,"",https://www.facebook.com/pages/Laura-Bottici-Movimento-5-Stelle/477764842273479?fref=ts,""
27997,BROGLIA Claudio,BROGLIA,Partito Democratico,Emilia-Romagna,Senate,17,http://politici.openpolis.it/politico/claudio-broglia/27997,http://politici.openpolis.it/politician/picture?content_id=27997,claudio.broglia@senato.itmailto:claudio.broglia1961@gmail.com,"",""
7265,BRUNI Francesco,BRUNI,"Conservatori, Riformisti italiani",Puglia,Senate,17,http://politici.openpolis.it/politico/francesco-bruni/7265,http://politici.openpolis.it/politician/picture?content_id=7265,francesco.bruni@senato.it,"",""
1498,BUBBICO Filippo,BUBBICO,Partito Democratico,Basilicata,Senate,17,http://politici.openpolis.it/politico/filippo-bubbico/1498,http://politici.openpolis.it/politician/picture?content_id=1498,filippo.bubbico@senato.it,"",https://twitter.com/#!/filippobubbico
687085,Buccarella Maurizio,Buccarella,Movimento 5 stelle,Puglia,Senate,17,http://politici.openpolis.it/politico/maurizio-buccarella/687085,http://politici.openpolis.it/politician/picture?content_id=687085,maurizio.buccarella@senato.it,"",https://twitter.com/#!/MBuccarella
248,BUEMI Enrico,BUEMI,Gruppo per le autonomie-Psi,Piemonte,Senate,17,http://politici.openpolis.it/politico/enrico-buemi/248,http://politici.openpolis.it/politician/picture?content_id=248,BUEMI_E@CAMERA.IT,"",""
686949,Bulgarelli Elisa,Bulgarelli,Movimento 5 stelle,Emilia-Romagna,Senate,17,http://politici.openpolis.it/politico/elisa-bulgarelli/686949,http://politici.openpolis.it/politician/picture?content_id=686949,elisa.bulgarelli@senato.it,http://www.facebook.com/elisa.bulgarelli.54,https://twitter.com/#!/bulgarellielisa
1506,CALDEROLI Roberto,CALDEROLI,Lega Nord e autonomie,Lombardia,Senate,17,http://politici.openpolis.it/politico/roberto-calderoli/1506,http://politici.openpolis.it/politician/picture?content_id=1506,roberto.calderoli@senato.it,"",""
249123,CALEO Massimo,CALEO,Partito Democratico,Liguria,Senate,17,http://politici.openpolis.it/politico/massimo-caleo/249123,http://politici.openpolis.it/politician/picture?content_id=249123,massimo.caleo@senato.it,/www.facebook.com/CaleoMassimo,https://twitter.com/#!/Massimo_Caleo
333020,CALIENDO Giacomo,CALIENDO,Popolo della Libertà,Lombardia,Senate,17,http://politici.openpolis.it/politico/giacomo-caliendo/333020,http://politici.openpolis.it/politician/picture?content_id=333020,"","",""
687128,Campanella Francesco,Campanella,Gruppo Misto,Sicilia,Senate,17,http://politici.openpolis.it/politico/francesco-campanella/687128,http://politici.openpolis.it/politician/picture?content_id=687128,francesco.campanella@senato.it,"",https://twitter.com/#!/cicci1
170714,CANDIANI Stefano,CANDIANI,Lega Nord e autonomie,Lombardia,Senate,17,http://politici.openpolis.it/politico/stefano-candiani/170714,http://politici.openpolis.it/politician/picture?content_id=170714,stefano.candiani@senato.it,/www.facebook.com/stefano.candiani.3,https://twitter.com/#!/CandianiStefano
241319,CANTINI Laura,CANTINI,Partito Democratico,Toscana,Senate,17,http://politici.openpolis.it/politico/laura-cantini/241319,http://politici.openpolis.it/politician/picture?content_id=241319,laura.cantini@senato.it,/www.facebook.com/Laura.Cantini.98,""
685908,Capacchione Rosaria,Capacchione,Partito Democratico,Campania,Senate,17,http://politici.openpolis.it/politico/rosaria-capacchione/685908,http://politici.openpolis.it/politician/picture?content_id=685908,rosaria.capacchione@senato.itmailto:rosariacapacchionepd@gmail.com,"",https://twitter.com/#!/RosCapacchione
686907,Cappelletti Enrico,Cappelletti,Movimento 5 stelle,Veneto,Senate,17,http://politici.openpolis.it/politico/enrico-cappelletti/686907,http://politici.openpolis.it/politician/picture?content_id=686907,enrico.cappelletti@senato.itmailto:cappelletti.senato@gmail.com,"",""
503343,CARDIELLO Franco,CARDIELLO,Popolo della Libertà,Campania,Senate,17,http://politici.openpolis.it/politico/franco-cardiello/503343,http://politici.openpolis.it/politician/picture?content_id=503343,francocardiello@gmail.commailto:francocardiello@gmail.com,/+www.facebook.com/franco.cardiello.5,https://twitter.com/#!/FrancoCardiello
497262,Cardinali Valeria,Cardinali,Partito Democratico,Umbria,Senate,17,http://politici.openpolis.it/politico/valeria-cardinali/497262,http://politici.openpolis.it/politician/picture?content_id=497262,valeria.cardinali@senato.it,/www.facebook.com/IoScelgoValeria,""
121854,CARIDI Antonio Stefano,CARIDI,Grandi autonomie e libertà,Calabria,Senate,17,http://politici.openpolis.it/politico/antonio-stefano-caridi/121854,http://politici.openpolis.it/politician/picture?content_id=121854,antoniostefano.caridi@senato.itmailto:antoniostefanocaridi@libero.it,"",""
621567,CARRARO Franco,CARRARO,Popolo della Libertà,Emilia-Romagna,Senate,17,http://politici.openpolis.it/politico/franco-carraro/621567,http://politici.openpolis.it/politician/picture?content_id=621567,franco.carraro@senato.it,"",""
686845,Casaletto Monica,Casaletto,Gruppo Misto,Lombardia,Senate,17,http://politici.openpolis.it/politico/monica-casaletto/686845,http://politici.openpolis.it/politician/picture?content_id=686845,monica.casaletto@gmail.commailto:monica.casaletto@gmail.com,/www.facebook.com/monica.casaletto,""
278,CASINI Pier Ferdinando,CASINI,Area Popolare (NCD-UDC),Campania,Senate,17,http://politici.openpolis.it/politico/pier-ferdinando-casini/278,http://politici.openpolis.it/politician/picture?content_id=278,pierferdinando.casini@senato.it,http://www.facebook.com/pierferdinandocasini,https://twitter.com/#!/Pierferdinando
5092,CASSANO Massimo,CASSANO,Area Popolare (NCD-UDC),Puglia,Senate,17,http://politici.openpolis.it/politico/massimo-cassano/5092,http://politici.openpolis.it/politician/picture?content_id=5092,massimo.cassano@senato.it,/www.facebook.com/massimo.cassanodue,https://twitter.com/#!/MassimoCassano
1516,CASSON Felice,CASSON,Partito Democratico,Veneto,Senate,17,http://politici.openpolis.it/politico/felice-casson/1516,http://politici.openpolis.it/politician/picture?content_id=1516,casson_f@posta.senato.it,https://www.facebook.com/pages/Felice-Casson-Pagina-ufficiale/118043934935522,https://twitter.com/#!/FeliceCasson
685702,Castaldi Gianluca,Castaldi,Movimento 5 stelle,Abruzzo,Senate,17,http://politici.openpolis.it/politico/gianluca-castaldi/685702,http://politici.openpolis.it/politician/picture?content_id=685702,gianluca.castaldi@senato.it,http://www.facebook.com/gianluca.castaldi.m5s.vasto,https://twitter.com/#!/gianlucavasto
687130,Catalfo Nunzia,Catalfo,Movimento 5 stelle,Sicilia,Senate,17,http://politici.openpolis.it/politico/nunzia-catalfo/687130,http://politici.openpolis.it/politician/picture?content_id=687130,nunzia.catalfo@senato.it,"",""
708128,CATTANEO Elena,CATTANEO,Gruppo per le autonomie-Psi,"",Senate,17,http://politici.openpolis.it/politico/elena-cattaneo/708128,http://politici.openpolis.it/politician/picture?content_id=708128,elena.cattaneo@senato.it,"",""
307538,Centinaio Gian Marco,Centinaio,Lega Nord e autonomie,Lombardia,Senate,17,http://politici.openpolis.it/politico/gian-marco-centinaio/307538,http://politici.openpolis.it/politician/picture?content_id=307538,gianmarco.centinaio@senato.it,"",https://twitter.com/#!/giamma71
288,CERONI Remigio,CERONI,Popolo della Libertà,Marche,Senate,17,http://politici.openpolis.it/politico/remigio-ceroni/288,http://politici.openpolis.it/politician/picture?content_id=288,remigio.ceroni@senato.it,"",""
8332,CERVELLINI Massimo,CERVELLINI,Gruppo Misto,Lazio,Senate,17,http://politici.openpolis.it/politico/massimo-cervellini/8332,http://politici.openpolis.it/politician/picture?content_id=8332,massimo.cervellini@senato.it,"",https://twitter.com/#!/MassiCervellini
388569,CHIAVAROLI Federica,CHIAVAROLI,Area Popolare (NCD-UDC),Abruzzo,Senate,17,http://politici.openpolis.it/politico/federica-chiavaroli/388569,http://politici.openpolis.it/politician/picture?content_id=388569,federica.chiavaroli@senato.it,"",""
296,CHITI Vannino,CHITI,Partito Democratico,Piemonte,Senate,17,http://politici.openpolis.it/politico/vannino-chiti/296,http://politici.openpolis.it/politician/picture?content_id=296,chiti_v@posta.senato.it,"",https://twitter.com/#!/VanninoChiti
1519,CIAMPI Carlo Azeglio,CIAMPI,Gruppo per le autonomie-Psi,Senatore a vita,Senate,17,http://politici.openpolis.it/politico/carlo-azeglio-ciampi/1519,http://politici.openpolis.it/politician/picture?content_id=1519,"","",""
687088,Ciampolillo Alfonso,Ciampolillo,Movimento 5 stelle,Puglia,Senate,17,http://politici.openpolis.it/politico/alfonso-ciampolillo/687088,http://politici.openpolis.it/politician/picture?content_id=687088,alfonso.ciampolillo@senato.it,"",""
685955,Cioffi Andrea,Cioffi,Movimento 5 stelle,Campania,Senate,17,http://politici.openpolis.it/politico/andrea-cioffi/685955,http://politici.openpolis.it/politician/picture?content_id=685955,andrea.cioffi@senato.it,http://www.facebook.com/andrea.cioffi.714,https://twitter.com/#!/andrea_cioffi
125684,CIRINNA' Monica,CIRINNA',Partito Democratico,Lazio,Senate,17,http://politici.openpolis.it/politico/monica-cirinna/125684,http://politici.openpolis.it/politician/picture?content_id=125684,monica.cirinna@senato.itmailto:info@monicacirinna.it,"",""
686848,Cociancich Roberto,Cociancich,Partito Democratico,Lombardia,Senate,17,http://politici.openpolis.it/politico/roberto-cociancich/686848,http://politici.openpolis.it/politician/picture?content_id=686848,roberto.cociancich@senato.it,/www.facebook.com/roberto.cociancich,https://twitter.com/#!/corsaro_rosso
120703,Collina Stefano,Collina,Partito Democratico,Emilia-Romagna,Senate,17,http://politici.openpolis.it/politico/stefano-collina/120703,http://politici.openpolis.it/politician/picture?content_id=120703,stefano.collina@senato.it,"",https://twitter.com/#!/CollinaStefano
308,COLUCCI Francesco,COLUCCI,Area Popolare (NCD-UDC),Lombardia,Senate,17,http://politici.openpolis.it/politico/francesco-colucci/308,http://politici.openpolis.it/politician/picture?content_id=308,"","",""
237135,COMAROLI Silvana,COMAROLI,Lega Nord e autonomie,Lombardia,Senate,17,http://politici.openpolis.it/politico/silvana-comaroli/237135,http://politici.openpolis.it/politician/picture?content_id=237135,silvanaandreina.comaroli@senato.it,"",""
333052,COMPAGNA Luigi,COMPAGNA,Area Popolare (NCD-UDC),Campania,Senate,17,http://politici.openpolis.it/politico/luigi-compagna/333052,http://politici.openpolis.it/politician/picture?content_id=333052,luigi.compagna@senato.it,"",https://twitter.com/#!/LuigiCompagna
288304,Compagnone Giuseppe,Compagnone,Alleanza Liberalpopolare-Autonomie,Campania,Senate,17,http://politici.openpolis.it/politico/giuseppe-compagnone/288304,http://politici.openpolis.it/politician/picture?content_id=288304,giuseppe.compagnone@senato.it,"",""
25231,CONSIGLIO Nunziante,CONSIGLIO,Lega Nord e autonomie,Lombardia,Senate,17,http://politici.openpolis.it/politico/nunziante-consiglio/25231,http://politici.openpolis.it/politician/picture?content_id=25231,giuliana@nunzianteconsiglio.191.it,"",""
166183,CONTE Franco,CONTE,Area Popolare (NCD-UDC),Veneto,Senate,17,http://politici.openpolis.it/politico/franco-conte/166183,http://politici.openpolis.it/politician/picture?content_id=166183,franco.conte@senato.it,"",""
315,CONTI Riccardo,CONTI,Alleanza Liberalpopolare-Autonomie,Lombardia,Senate,17,http://politici.openpolis.it/politico/riccardo-conti/315,http://politici.openpolis.it/politician/picture?content_id=315,riccardo.conti@senato.it,"",""
30950,CORSINI Paolo,CORSINI,Partito Democratico,Lombardia,Senate,17,http://politici.openpolis.it/politico/paolo-corsini/30950,http://politici.openpolis.it/politician/picture?content_id=30950,paolo.corsini@senato.it,"",https://twitter.com/#!/PaoloCorsini2
687156,Cotti Roberto,Cotti,Movimento 5 stelle,Sardegna,Senate,17,http://politici.openpolis.it/politico/roberto-cotti/687156,http://politici.openpolis.it/politician/picture?content_id=687156,roberto.cotti@senato.it,"",""
494710,CRIMI Vito Claudio,CRIMI,Movimento 5 stelle,Lombardia,Senate,17,http://politici.openpolis.it/politico/vito-claudio-crimi/494710,http://politici.openpolis.it/politician/picture?content_id=494710,vitoclaudio.crimi@senato.it,http://www.facebook.com/vitoclaudiocrimi,https://twitter.com/#!/vitocrimi
8643,CROSIO Jonny,CROSIO,Lega Nord e autonomie,Lombardia,Senate,17,http://politici.openpolis.it/politico/jonny-crosio/8643,http://politici.openpolis.it/politician/picture?content_id=8643,jonny.crosio@senato.it,"",https://twitter.com/#!/JCrosio
364038,Cucca Giuseppe Luigi,Cucca,Partito Democratico,Sardegna,Senate,17,http://politici.openpolis.it/politico/giuseppe-luigi-cucca/364038,http://politici.openpolis.it/politician/picture?content_id=364038,giuseppeluigi.cucca@senato.it,"",https://twitter.com/#!/GiuseppeLuigiCu
79111,CUOMO Vincenzo,CUOMO,Partito Democratico,Campania,Senate,17,http://politici.openpolis.it/politico/vincenzo-cuomo/79111,http://politici.openpolis.it/politician/picture?content_id=79111,vincenzo.cuomo@senato.it,"",""
169054,D'ADDA Erica,D'ADDA,Partito Democratico,Lombardia,Senate,17,http://politici.openpolis.it/politico/erica-dadda/169054,http://politici.openpolis.it/politician/picture?content_id=169054,erica.dadda@senato.it,/www.facebook.com/erica.dadda,https://twitter.com/#!/ericadadda
1537,D'ALI' Antonio,D'ALI',Popolo della Libertà,Sicilia,Senate,17,http://politici.openpolis.it/politico/antonio-dali/1537,http://politici.openpolis.it/politician/picture?content_id=1537,segreteriadali@gmail.commailto:segreteriadali@gmail.com,"",https://twitter.com/#!/daliantonio
333065,D'AMBROSIO LETTIERI Luigi,D'AMBROSIO LETTIERI,"Conservatori, Riformisti italiani",Puglia,Senate,17,http://politici.openpolis.it/politico/luigi-dambrosio-lettieri/333065,http://politici.openpolis.it/politician/picture?content_id=333065,segreteria@dambrosiolettieri.commailto:segreteria@dambrosiolettieri.com,/www.facebook.com/luigi.dambrosiolettieri,""
500781,D'ANNA Vincenzo,D'ANNA,Alleanza Liberalpopolare-Autonomie,Campania,Senate,17,http://politici.openpolis.it/politico/vincenzo-danna/500781,http://politici.openpolis.it/politician/picture?content_id=500781,vincenzo.danna@senato.it,http://www.facebook.com/pages/Pagina-Ufficiale-Onle-Vincenzo-DAnna/359349877411862,https://twitter.com/#!/vincenzodanna51
685828,D'Ascola Vincenzo Mario Domenico,D'Ascola,Area Popolare (NCD-UDC),Calabria,Senate,17,http://politici.openpolis.it/politico/vincenzo-mario-domenico-dascola/685828,http://politici.openpolis.it/politician/picture?content_id=685828,vincenzomario.dascola@senato.it,"",""
687091,D'Onghia Angela,D'Onghia,Grandi autonomie e libertà,Puglia,Senate,17,http://politici.openpolis.it/politico/angela-donghia/687091,http://politici.openpolis.it/politician/picture?content_id=687091,"","",https://twitter.com/#!/Angela_Donghia
8953,DALLA TOR Mario,DALLA TOR,Area Popolare (NCD-UDC),Veneto,Senate,17,http://politici.openpolis.it/politico/mario-dalla-tor/8953,http://politici.openpolis.it/politician/picture?content_id=8953,mario.dallator@provincia.venezia.itmailto:mario.dallator@senato.it,"",""
685760,Dalla Zuanna Gianpiero,Dalla Zuanna,Partito Democratico,Veneto,Senate,17,http://politici.openpolis.it/politico/gianpiero-dalla-zuanna/685760,http://politici.openpolis.it/politician/picture?content_id=685760,gianpiero.dallazuanna@senato.it,"",""
1541,DAVICO Michelino,DAVICO,Grandi autonomie e libertà,Piemonte,Senate,17,http://politici.openpolis.it/politico/michelino-davico/1541,http://politici.openpolis.it/politician/picture?content_id=1541,michelino.davico@senato.itmailto:m.davico@inwind.it,"",https://twitter.com/#!/michdavico
340,DE BIASI Emilia Grazia,DE BIASI,Partito Democratico,Lombardia,Senate,17,http://politici.openpolis.it/politico/emilia-grazia-de-biasi/340,http://politici.openpolis.it/politician/picture?content_id=340,"","",https://twitter.com/#!/EmiliaDeBiasi
344,DE CRISTOFARO Peppe,DE CRISTOFARO,Gruppo Misto,Campania,Senate,17,http://politici.openpolis.it/politico/peppe-de-cristofaro/344,http://politici.openpolis.it/politician/picture?content_id=344,giuseppe.decristofaro@senato.it,"",""
1544,DE PETRIS Loredana,DE PETRIS,Gruppo Misto,Lazio,Senate,17,http://politici.openpolis.it/politico/loredana-de-petris/1544,http://politici.openpolis.it/politician/picture?content_id=1544,loredana.depetris@senato.it,"",https://twitter.com/#!/PetrisDe
686937,De Pietro Cristina,De Pietro,Gruppo Misto,Liguria,Senate,17,http://politici.openpolis.it/politico/cristina-de-pietro/686937,http://politici.openpolis.it/politician/picture?content_id=686937,"","",""
685732,De Pin Paola,De Pin,Grandi autonomie e libertà,Veneto,Senate,17,http://politici.openpolis.it/politico/paola-de-pin/685732,http://politici.openpolis.it/politician/picture?content_id=685732,paoladepin@libero.itmailto:paoladepin@libero.it,"",""
1545,DE POLI Antonio,DE POLI,Area Popolare (NCD-UDC),Veneto,Senate,17,http://politici.openpolis.it/politico/antonio-de-poli/1545,http://politici.openpolis.it/politician/picture?content_id=1545,antonio.depoli@senato.it,http://www.facebook.com/pages/Antonio-De-Poli/112185728829321,https://twitter.com/#!/AntonioDePoli
7629,DE SIANO Domenico,DE SIANO,Popolo della Libertà,Campania,Senate,17,http://politici.openpolis.it/politico/domenico-de-siano/7629,http://politici.openpolis.it/politician/picture?content_id=7629,domenico.desiano@senato.itmailto:domenico@desiano.it,"",""
132852,DEL BARBA Mauro,DEL BARBA,Partito Democratico,Lombardia,Senate,17,http://politici.openpolis.it/politico/mauro-del-barba/132852,http://politici.openpolis.it/politician/picture?content_id=132852,mauro.delbarba@senato.it,/www.facebook.com/emmedibi,https://twitter.com/#!/emmedibi
