id,name,given_name,patronymic_name,family_name,area,term,start_date,end_date,image,party,source_url,faction,faction_id
18060,Бакулін Євген Миколайович,Євген,Миколайович,Бакулін,Виборчому округу №106,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d106_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18060,"Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання",2616
17994,Бакуменко Олександр Борисович,Олександр,Борисович,Бакуменко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp57.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17994,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
15762,Балицький Євген Віталійович,Євген,Віталійович,Балицький,Виборчому округу №80,8,2014-11-27,2014-12-04,http://static.rada.gov.ua/dep_img8/d80_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15762,"Група ""Економічний розвиток""",2618
15762,Балицький Євген Віталійович,Євген,Віталійович,Балицький,Виборчому округу №80,8,2015-05-15,,http://static.rada.gov.ua/dep_img8/d80_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15762,"Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання",2616
5566,Балога Віктор Іванович,Віктор,Іванович,Балога,Виборчому округу №69,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d69_1.jpg,,http://itd.rada.gov.ua/mps/info/page/5566,Позафракційні,
18061,Балога Іван Іванович,Іван,Іванович,Балога,Виборчому округу №73,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d73_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18061,Позафракційні,
15757,Балога Павло Іванович,Павло,Іванович,Балога,Виборчому округу №71,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d71_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15757,Позафракційні,
15761,Бандуров Володимир Володимирович,Володимир,Володимирович,Бандуров,Виборчому округу №79,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d79_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15761,"Група ""Воля народу""",2619
9776,Барвіненко Віталій Дмитрович,Віталій,Дмитрович,Барвіненко,Виборчому округу №141,8,2014-11-27,2015-03-05,http://static.rada.gov.ua/dep_img8/d141_1.jpg,,http://itd.rada.gov.ua/mps/info/page/9776,"Група ""Економічний розвиток""",2618
9776,Барвіненко Віталій Дмитрович,Віталій,Дмитрович,Барвіненко,Виборчому округу №141,8,2015-03-06,2015-06-17,http://static.rada.gov.ua/dep_img8/d141_1.jpg,,http://itd.rada.gov.ua/mps/info/page/9776,"Група ""Відродження""",2795
9776,Барвіненко Віталій Дмитрович,Віталій,Дмитрович,Барвіненко,Виборчому округу №141,8,2015-06-17,,http://static.rada.gov.ua/dep_img8/d141_1.jpg,,http://itd.rada.gov.ua/mps/info/page/9776,"Група ""Партія ""Відродження""",2846
18062,Барна Олег Степанович,Олег,Степанович,Барна,Виборчому округу №167,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d167_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18062,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
18063,Батенко Тарас Іванович,Тарас,Іванович,Батенко,Виборчому округу №123,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d123_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18063,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
5520,Бахтеєва Тетяна Дмитрівна,Тетяна,Дмитрівна,Бахтеєва,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/ob9.jpg,"Політична партія ""Опозиційний блок""",http://itd.rada.gov.ua/mps/info/page/5520,"Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання",2616
15734,Безбах Яків Якович,Яків,Якович,Безбах,Виборчому округу №24,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d24_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15734,Позафракційні,
18064,Береза Борислав Юхимович,Борислав,Юхимович,Береза,Виборчому округу №213,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d213_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18064,Позафракційні,
17949,Береза Юрій Миколайович,Юрій,Миколайович,Береза,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf10.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17949,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
17568,Березенко Сергій Іванович,Сергій,Іванович,Березенко,Виборчому округу №205,8,2015-09-02,2015-09-02,http://static.rada.gov.ua/dep_img8/d205_2.jpg,,http://itd.rada.gov.ua/mps/info/page/17568,Позафракційні,
17568,Березенко Сергій Іванович,Сергій,Іванович,Березенко,Виборчому округу №205,8,2015-09-03,,http://static.rada.gov.ua/dep_img8/d205_2.jpg,,http://itd.rada.gov.ua/mps/info/page/17568,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
14393,Березкін Станіслав Семенович,Станіслав,Семенович,Березкін,Виборчому округу №100,8,2014-11-27,2015-03-05,http://static.rada.gov.ua/dep_img8/d100_1.jpg,,http://itd.rada.gov.ua/mps/info/page/14393,"Група ""Економічний розвиток""",2618
14393,Березкін Станіслав Семенович,Станіслав,Семенович,Березкін,Виборчому округу №100,8,2015-03-06,2015-06-17,http://static.rada.gov.ua/dep_img8/d100_1.jpg,,http://itd.rada.gov.ua/mps/info/page/14393,"Група ""Відродження""",2795
14393,Березкін Станіслав Семенович,Станіслав,Семенович,Березкін,Виборчому округу №100,8,2015-06-17,,http://static.rada.gov.ua/dep_img8/d100_1.jpg,,http://itd.rada.gov.ua/mps/info/page/14393,"Група ""Партія ""Відродження""",2846
18027,Березюк Олег Романович,Олег,Романович,Березюк,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/sp28.jpg,"Політична партія ""Об'єднання ""САМОПОМІЧ""",http://itd.rada.gov.ua/mps/info/page/18027,"Фракція Політичної партії ""Об'єднання ""САМОПОМІЧ""",2614
15684,Бєлькова Ольга Валентинівна,Ольга,Валентинівна,Бєлькова,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp47.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/15684,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
18065,Білецький Андрій Євгенійович,Андрій,Євгенійович,Білецький,Виборчому округу №217,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d217_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18065,Позафракційні,
8723,Білий Олексій Петрович,Олексій,Петрович,Білий,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/ob5.jpg,"Політична партія ""Опозиційний блок""",http://itd.rada.gov.ua/mps/info/page/8723,"Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання",2616
3471,Біловол Олександр Миколайович,Олександр,Миколайович,Біловол,Виборчому округу №180,8,2014-11-27,2015-03-05,http://static.rada.gov.ua/dep_img8/d180_1.jpg,,http://itd.rada.gov.ua/mps/info/page/3471,"Група ""Економічний розвиток""",2618
3471,Біловол Олександр Миколайович,Олександр,Миколайович,Біловол,Виборчому округу №180,8,2015-03-06,2015-06-17,http://static.rada.gov.ua/dep_img8/d180_1.jpg,,http://itd.rada.gov.ua/mps/info/page/3471,"Група ""Відродження""",2795
3471,Біловол Олександр Миколайович,Олександр,Миколайович,Біловол,Виборчому округу №180,8,2015-06-17,,http://static.rada.gov.ua/dep_img8/d180_1.jpg,,http://itd.rada.gov.ua/mps/info/page/3471,"Група ""Партія ""Відродження""",2846
15829,Бобов Геннадій Борисович,Геннадій,Борисович,Бобов,Виборчому округу №196,8,2014-11-27,2015-03-05,http://static.rada.gov.ua/dep_img8/d196_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15829,"Група ""Економічний розвиток""",2618
15829,Бобов Геннадій Борисович,Геннадій,Борисович,Бобов,Виборчому округу №196,8,2015-03-06,2015-06-17,http://static.rada.gov.ua/dep_img8/d196_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15829,"Група ""Відродження""",2795
15829,Бобов Геннадій Борисович,Геннадій,Борисович,Бобов,Виборчому округу №196,8,2015-06-17,,http://static.rada.gov.ua/dep_img8/d196_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15829,"Група ""Партія ""Відродження""",2846
17972,Богомолець Ольга Вадимівна,Ольга,Вадимівна,Богомолець,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp3.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17972,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
8725,Богуслаєв Вячеслав Олександрович,Вячеслав,Олександрович,Богуслаєв,Виборчому округу №77,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d77_1.jpg,,http://itd.rada.gov.ua/mps/info/page/8725,"Група ""Воля народу""",2619
16698,Бойко Олена Петрівна,Олена,Петрівна,Бойко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf66.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/16698,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
11094,Бойко Юрій Анатолійович,Юрій,Анатолійович,Бойко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/ob1.jpg,"Політична партія ""Опозиційний блок""",http://itd.rada.gov.ua/mps/info/page/11094,"Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання",2616
15826,Бондар Віктор Васильович,Віктор,Васильович,Бондар,Виборчому округу №191,8,2014-11-27,2015-01-16,http://static.rada.gov.ua/dep_img8/d191_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15826,"Група ""Воля народу""",2619
15826,Бондар Віктор Васильович,Віктор,Васильович,Бондар,Виборчому округу №191,8,2015-01-16,2015-03-05,http://static.rada.gov.ua/dep_img8/d191_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15826,"Група ""Економічний розвиток""",2618
15826,Бондар Віктор Васильович,Віктор,Васильович,Бондар,Виборчому округу №191,8,2015-03-06,2015-06-17,http://static.rada.gov.ua/dep_img8/d191_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15826,"Група ""Відродження""",2795
15826,Бондар Віктор Васильович,Віктор,Васильович,Бондар,Виборчому округу №191,8,2015-06-17,,http://static.rada.gov.ua/dep_img8/d191_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15826,"Група ""Партія ""Відродження""",2846
18066,Бондар Михайло Леонтійович,Михайло,Леонтійович,Бондар,Виборчому округу №119,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d119_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18066,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
17998,Брензович Василь Іванович,Василь,Іванович,Брензович,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp62.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17998,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
15796,Бриченко Ігор Віталійович,Ігор,Віталійович,Бриченко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf47.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/15796,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
15802,Бублик Юрій Васильович,Юрій,Васильович,Бублик,Виборчому округу №145,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d145_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15802,Позафракційні,
15655,Бурбак Максим Юрійович,Максим,Юрійович,Бурбак,Виборчому округу №204,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d204_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15655,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
15257,Бухарєв Владислав Вікторович,Владислав,Вікторович,Бухарєв,Виборчому округу №162,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d162_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15257,"Фракція політичної партії ""Всеукраїнське об'єднання ""Батьківщина"" у Верховній Раді України",2617
18067,Вадатурський Андрій Олексійович,Андрій,Олексійович,Вадатурський,Виборчому округу №130,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d130_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18067,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
18068,Валентиров Сергій Васильович,Сергій,Васильович,Валентиров,Виборчому округу №81,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d81_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18068,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
17964,Ванат Петро Михайлович,Петро,Михайлович,Ванат,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf45.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17964,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
15787,Васюник Ігор Васильович,Ігор,Васильович,Васюник,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf17.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/15787,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
17961,Величкович Микола Романович,Микола,Романович,Величкович,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf40.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17961,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
18008,Веселова Наталія Василівна,Наталія,Василівна,Веселова,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/sp9.jpg,"Політична партія ""Об'єднання ""САМОПОМІЧ""",http://itd.rada.gov.ua/mps/info/page/18008,"Фракція Політичної партії ""Об'єднання ""САМОПОМІЧ""",2614
17963,Висоцький Сергій Віталійович,Сергій,Віталійович,Висоцький,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf44.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17963,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
8737,Вілкул Олександр Юрійович,Олександр,Юрійович,Вілкул,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/ob2.jpg,"Політична партія ""Опозиційний блок""",http://itd.rada.gov.ua/mps/info/page/8737,"Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання",2616
18069,Вінник Іван Юлійович,Іван,Юлійович,Вінник,Виборчому округу №184,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d184_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18069,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
18043,Вітко Артем Леонідович,Артем,Леонідович,Вітко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/rp7.jpg,Радикальна Партія Олега Ляшка,http://itd.rada.gov.ua/mps/info/page/18043,Фракція Радикальної партії Олега Ляшка,2615
12265,Власенко Сергій Володимирович,Сергій,Володимирович,Власенко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/but15.jpg,"політична партія Всеукраїнське об'єднання ""Батьківщина""",http://itd.rada.gov.ua/mps/info/page/12265,"Фракція політичної партії ""Всеукраїнське об'єднання ""Батьківщина"" у Верховній Раді України",2617
8132,Вовк Віктор Іванович,Віктор,Іванович,Вовк,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/rp23.jpg,Радикальна Партія Олега Ляшка,http://itd.rada.gov.ua/mps/info/page/8132,Фракція Радикальної партії Олега Ляшка,2615
15807,Вознюк Юрій Володимирович,Юрій,Володимирович,Вознюк,Виборчому округу №153,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d153_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15807,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
11596,Войцеховська Світлана Михайлівна,Світлана,Михайлівна,Войцеховська,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf46.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/11596,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
18021,Войціцька Вікторія Михайлівна,Вікторія,Михайлівна,Войціцька,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/sp22.jpg,"Політична партія ""Об'єднання ""САМОПОМІЧ""",http://itd.rada.gov.ua/mps/info/page/18021,"Фракція Політичної партії ""Об'єднання ""САМОПОМІЧ""",2614
8741,Воропаєв Юрій Миколайович,Юрій,Миколайович,Воропаєв,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/ob13.jpg,"Політична партія ""Опозиційний блок""",http://itd.rada.gov.ua/mps/info/page/8741,"Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання",2616
18070,Гаврилюк Михайло Віталійович,Михайло,Віталійович,Гаврилюк,Виборчому округу №95,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d95_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18070,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
18046,Галасюк Віктор Валерійович,Віктор,Валерійович,Галасюк,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/rp10.jpg,Радикальна Партія Олега Ляшка,http://itd.rada.gov.ua/mps/info/page/18046,Фракція Радикальної партії Олега Ляшка,2615
18071,Гальченко Андрій Володимирович,Андрій,Володимирович,Гальченко,Виборчому округу №32,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d32_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18071,"Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання",2616
18072,Гарбуз Юрій Григорійович,Юрій,Григорійович,Гарбуз,Виборчому округу №114,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d114_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18072,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
17985,Герасимов Артур Володимирович,Артур,Володимирович,Герасимов,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp43.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17985,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
17952,Геращенко Антон Юрійович,Антон,Юрійович,Геращенко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf21.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17952,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
11121,Геращенко Ірина Володимирівна,Ірина,Володимирівна,Геращенко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp9.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/11121,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
15827,Герега Олександр Володимирович,Олександр,Володимирович,Герега,Виборчому округу №192,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d192_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15827,Позафракційні,
8746,Гєллєр Євгеній Борисович,Євгеній,Борисович,Гєллєр,Виборчому округу №50,8,2014-11-27,2015-03-05,http://static.rada.gov.ua/dep_img8/d50_1.jpg,,http://itd.rada.gov.ua/mps/info/page/8746,"Група ""Економічний розвиток""",2618
8746,Гєллєр Євгеній Борисович,Євгеній,Борисович,Гєллєр,Виборчому округу №50,8,2015-03-06,2015-06-17,http://static.rada.gov.ua/dep_img8/d50_1.jpg,,http://itd.rada.gov.ua/mps/info/page/8746,"Група ""Відродження""",2795
8746,Гєллєр Євгеній Борисович,Євгеній,Борисович,Гєллєр,Виборчому округу №50,8,2015-06-17,,http://static.rada.gov.ua/dep_img8/d50_1.jpg,,http://itd.rada.gov.ua/mps/info/page/8746,"Група ""Партія ""Відродження""",2846
5606,Гіршфельд Анатолій Мусійович,Анатолій,Мусійович,Гіршфельд,Виборчому округу №179,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d179_1.jpg,,http://itd.rada.gov.ua/mps/info/page/5606,"Група ""Воля народу""",2619
15813,Головко Михайло Йосифович,Михайло,Йосифович,Головко,Виборчому округу №164,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d164_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15813,Позафракційні,
8238,Голуб Владислав Володимирович,Владислав,Володимирович,Голуб,Виборчому округу №197,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d197_1.jpg,,http://itd.rada.gov.ua/mps/info/page/8238,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
