id,name,party,area,image,email,term,source
4800659,Oscar De los Santos,PARTIDO FRENTE AMPLIO,MALDONADO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot00659.jpg,odelossantos@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4800659&SinActPar=s
4810635,Pablo Ferreri,PARTIDO FRENTE AMPLIO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot10635.jpg,pferreri@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4810635&SinActPar=s
4806734,Luis Alfredo Fratti,PARTIDO FRENTE AMPLIO,CERRO LARGO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot06734.jpg,afratti@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4806734&SinActPar=s
4811525,Lilián Raquel Galán Pérez,PARTIDO FRENTE AMPLIO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11525.jpg,lgalan@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811525&SinActPar=s
4805150,Luis Enrique Gallo Cantera,PARTIDO FRENTE AMPLIO,CANELONES,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot05150.jpg,legallo@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4805150&SinActPar=s
4811588,Macarena Gelman,PARTIDO FRENTE AMPLIO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11588.jpg,mgelman@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811588&SinActPar=s
4810078,Pablo González,PARTIDO FRENTE AMPLIO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot10078.jpg,pgonzalez@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4810078&SinActPar=s
4808185,Oscar Groba Arriondo,PARTIDO FRENTE AMPLIO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot08185.jpg,ogroba@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4808185&SinActPar=s
4811590,Nelson Larzábal,PARTIDO FRENTE AMPLIO,CANELONES,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11590.jpg,nlarzabal@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811590&SinActPar=s
4809898,Andrés Lima,PARTIDO FRENTE AMPLIO,SALTO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot09898.jpg,alima@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4809898&SinActPar=s
4802999,Fernando José Lorenzo Estefan,PARTIDO FRENTE AMPLIO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot02999.jpg,"",48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4802999&SinActPar=s
4811526,María Cristina Lustemberg Haro,PARTIDO FRENTE AMPLIO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11526.jpg,clustemberg@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811526&SinActPar=s
4802921,José Carlos Mahía,PARTIDO FRENTE AMPLIO,CANELONES,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot02921.jpg,jmahia@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4802921&SinActPar=s
4811584,Enzo Malán,PARTIDO FRENTE AMPLIO,SORIANO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11584.jpg,emalan@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811584&SinActPar=s
4811583,Constante Mendiondo,PARTIDO FRENTE AMPLIO,RIO NEGRO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11583.jpg,cmendiondo@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811583&SinActPar=s
4808368,Sergio Mier,PARTIDO FRENTE AMPLIO,TREINTA Y TRES,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot08368.jpg,smier@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4808368&SinActPar=s
4806806,Orquídea Minetti,PARTIDO FRENTE AMPLIO,CANELONES,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot06806.jpg,ominetti@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4806806&SinActPar=s
4807751,Gonzalo Mujica,PARTIDO FRENTE AMPLIO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot07751.jpg,gmujica@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4807751&SinActPar=s
4811594,María Manuela Mutti Fornaroli,PARTIDO FRENTE AMPLIO,SALTO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11594.jpg,mmutti@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811594&SinActPar=s
4811523,Marcos Javier Otheguy Vega,PARTIDO FRENTE AMPLIO,CANELONES,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11523.jpg,motheguy@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811523&SinActPar=s
4807769,Ivonne Passada,PARTIDO FRENTE AMPLIO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot07769.jpg,ipassada@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4807769&SinActPar=s
4807742,Aníbal Pereyra,PARTIDO FRENTE AMPLIO,ROCHA,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot07742.jpg,apereyra@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4807742&SinActPar=s
4809674,Susana Pereyra,PARTIDO FRENTE AMPLIO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot09674.jpg,spereyra@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4809674&SinActPar=s
4802924,Darío Pérez Brito,PARTIDO FRENTE AMPLIO,MALDONADO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot02924.jpg,dperez@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4802924&SinActPar=s
4805572,Daniel Placeres,PARTIDO FRENTE AMPLIO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot05572.jpg,dplaceres@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4805572&SinActPar=s
4809889,Luis Puig,PARTIDO FRENTE AMPLIO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot09889.jpg,lpuig@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4809889&SinActPar=s
4811591,Carlos Reutor,PARTIDO FRENTE AMPLIO,CANELONES,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11591.jpg,creutor@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811591&SinActPar=s
4811577,Silvio Ríos,PARTIDO FRENTE AMPLIO,ARTIGAS,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11577.jpg,srios@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811577&SinActPar=s
4807759,Edgardo Rodríguez,PARTIDO FRENTE AMPLIO,TACUAREMBO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot07759.jpg,erodriguez@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4807759&SinActPar=s
4810032,Carlos Rodríguez Gálvez,PARTIDO FRENTE AMPLIO,FLORIDA,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot10032.jpg,crodriguezgalvez@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4810032&SinActPar=s
4811581,Juan Federico Ruiz,PARTIDO FRENTE AMPLIO,FLORES,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11581.jpg,fruiz@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811581&SinActPar=s
4809894,Sebastián Sabini,PARTIDO FRENTE AMPLIO,CANELONES,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot09894.jpg,ssabini@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4809894&SinActPar=s
4809907,Alejandro Sánchez,PARTIDO FRENTE AMPLIO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot09907.jpg,asanchez@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4809907&SinActPar=s
4808461,Berta Sanseverino,PARTIDO FRENTE AMPLIO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot08461.jpg,bsanseverino@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4808461&SinActPar=s
4809943,Mercedes Santalla,PARTIDO FRENTE AMPLIO,COLONIA,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot09943.jpg,msantalla@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4809943&SinActPar=s
4802882,Víctor Semproni,PARTIDO FRENTE AMPLIO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot02882.jpg,vsemproni@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4802882&SinActPar=s
4811592,Washington Silvera,PARTIDO FRENTE AMPLIO,CANELONES,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11592.jpg,wsilvera@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811592&SinActPar=s
4809902,Martín Tierno,PARTIDO FRENTE AMPLIO,DURAZNO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot09902.jpg,mtierno@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4809902&SinActPar=s
4810034,Javier Umpiérrez,PARTIDO FRENTE AMPLIO,LAVALLEJA,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot10034.jpg,jumpierrez@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4810034&SinActPar=s
4807754,Carlos Varela Nestier,PARTIDO FRENTE AMPLIO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot07754.jpg,cvarela@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4807754&SinActPar=s
4811600,Stella Viel,PARTIDO FRENTE AMPLIO,CANELONES,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11600.jpg,sviel@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811600&SinActPar=s
4803062,Pablo Abdala,PARTIDO NACIONAL,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot03062.jpg,pabdala@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4803062&SinActPar=s
4809891,Verónica Alonso,PARTIDO NACIONAL,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot09891.jpg,valonso@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4809891&SinActPar=s
4803959,Gerardo Amarilla,PARTIDO NACIONAL,RIVERA,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot03959.jpg,gamarilla@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4803959&SinActPar=s
4811593,Sebastián Andújar,PARTIDO NACIONAL,CANELONES,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11593.jpg,sandujar@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811593&SinActPar=s
4800382,Enrique Antía,PARTIDO NACIONAL,MALDONADO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot00382.jpg,eantia@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4800382&SinActPar=s
4809953,José Andrés Arocena Argul,PARTIDO NACIONAL,FLORIDA,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot09953.jpg,jarocena@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4809953&SinActPar=s
4811578,Mario Ayala,PARTIDO NACIONAL,ARTIGAS,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11578.jpg,mayala@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811578&SinActPar=s
4803063,Ruben Aníbal Bacigalupe Aunés,PARTIDO NACIONAL,SAN JOSE,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot03063.jpg,rbacigalupe@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4803063&SinActPar=s
4810003,Guillermo Besozzi,PARTIDO NACIONAL,SORIANO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot10003.jpg,gbesozzi@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4810003&SinActPar=s
4808879,Graciela Bianchi,PARTIDO NACIONAL,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot08879.jpg,gbianchi@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4808879&SinActPar=s
4800598,José Carlos Cardoso,PARTIDO NACIONAL,ROCHA,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot00598.jpg,jcardoso@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4800598&SinActPar=s
4808584,Armando Castaingdebat,PARTIDO NACIONAL,FLORES,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot08584.jpg,acastaingdebat@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4808584&SinActPar=s
4811598,Álvaro Dastugue,PARTIDO NACIONAL,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11598.jpg,adastugue@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811598&SinActPar=s
4803948,Alvaro Delgado,PARTIDO NACIONAL,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot03948.jpg,adelgado@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4803948&SinActPar=s
4811611,W. Aparicio Ezquerra Alonso,PARTIDO NACIONAL,TACUAREMBO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11611.jpg,wezquerra@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811611&SinActPar=s
4800260,Jorge Gandini,PARTIDO NACIONAL,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot00260.jpg,jgandini@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4800260&SinActPar=s
4802965,Javier García,PARTIDO NACIONAL,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot02965.jpg,jgarcia@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4802965&SinActPar=s
4810117,Mario García,PARTIDO NACIONAL,LAVALLEJA,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot10117.jpg,mlgarcia@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4810117&SinActPar=s
4805938,Rodrigo Goñi Reyes,PARTIDO NACIONAL,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot05938.jpg,rgonir@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4805938&SinActPar=s
4802873,Pablo Iturralde Viñas,PARTIDO NACIONAL,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot02873.jpg,piturralde@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4802873&SinActPar=s
4807740,Omar Lafluf,PARTIDO NACIONAL,RIO NEGRO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot07740.jpg,olafluf@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4807740&SinActPar=s
4811125,Martín Lema,PARTIDO NACIONAL,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11125.jpg,mlema@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811125&SinActPar=s
4809451,Egardo Dionisio Mier Estades,PARTIDO NACIONAL,TREINTA Y TRES,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot09451.jpg,emier@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4809451&SinActPar=s
4809896,Amín Niffouri Blanco,PARTIDO NACIONAL,CANELONES,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot09896.jpg,aniffouri@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4809896&SinActPar=s
4811599,Juan José Olaizola,PARTIDO NACIONAL,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11599.jpg,jjolaizola@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811599&SinActPar=s
4811329,Nicolás Olivera,PARTIDO NACIONAL,PAYSANDU,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11329.jpg,nolivera@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811329&SinActPar=s
4805165,Daniel Peña Fernández,PARTIDO NACIONAL,CANELONES,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot05165.jpg,dpena@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4805165&SinActPar=s
4802901,Gustavo Penadés,PARTIDO NACIONAL,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot02901.jpg,gpenades@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4802901&SinActPar=s
4805166,Alberto Perdomo Gamarra,PARTIDO NACIONAL,CANELONES,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot05166.jpg,aperdomo@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4805166&SinActPar=s
4811582,Gloria Rodríguez,PARTIDO NACIONAL,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11582.jpg,glrodriguez@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811582&SinActPar=s
4802735,Nelson Rodríguez Servetto,PARTIDO NACIONAL,MALDONADO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot02735.jpg,nrodriguez@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4802735&SinActPar=s
4811595,Edmundo Roselli,PARTIDO NACIONAL,COLONIA,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11595.jpg,eroselli@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811595&SinActPar=s
4800405,Jaime Mario Trobo,PARTIDO NACIONAL,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot00405.jpg,jtrobo@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4800405&SinActPar=s
4805193,Carmelo Vidalín,PARTIDO NACIONAL,DURAZNO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot05193.jpg,cvidalin@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4805193&SinActPar=s
4811580,José Yurramendi Pérez,PARTIDO NACIONAL,CERRO LARGO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11580.jpg,jyurramendi@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811580&SinActPar=s
4809892,Fernando Amado,PARTIDO COLORADO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot09892.jpg,famado_sec@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4809892&SinActPar=s
4801044,José Amorín,PARTIDO COLORADO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot01044.jpg,jamorin@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4801044&SinActPar=s
4805131,Daniel Bianchi,PARTIDO COLORADO,COLONIA,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot05131.jpg,dbianchi@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4805131&SinActPar=s
4805217,Germán Cardoso,PARTIDO COLORADO,MALDONADO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot05217.jpg,gcardoso@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4805217&SinActPar=s
4809964,Cecilia Eguiluz,PARTIDO COLORADO,SALTO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot09964.jpg,ceguiluz@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4809964&SinActPar=s
4809927,Guillermo Facello,PARTIDO COLORADO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot09927.jpg,gfacello@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4809927&SinActPar=s
4809897,Graciela Matiaude,PARTIDO COLORADO,CANELONES,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot09897.jpg,gmatiaude@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4809897&SinActPar=s
4802945,Martha Montaner,PARTIDO COLORADO,TACUAREMBO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot02945.jpg,mmontaner@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4802945&SinActPar=s
