id,name,identifier__historichansard,area,group,group_id,start_date,start_reason,end_date,end_reason,term,name__en,image,gender,identifier__viaf,identifier__gnd,identifier__lcauth,birth_date,identifier__freebase,given_name,website,identifier__muzinger,identifier__journalisted,identifier__europarlmep,family_name,death_date,identifier__isni,identifier__bnf,identifier__sudoc,identifier__imdb,identifier__nta,identifier__nla,identifier__npg,identifier__musicbrainz,identifier__selibr,identifier__nndb,identifier__oxforddnb,identifier__gtaa,honorific_prefix,identifier__hansard,wikipedia__en,identifier__munzinger,identifier__discogs,identifier__parliamentdotuk,name__zh,name__pl,name__eu,name__fr,name__ru,name__es,name__ca,name__hu,name__fi,name__it,name__la,name__cy,name__de,name__br,name__ga,name__nl,name__sv,name__mzn,name__oc,name__nb,name__da,name__nn,name__he,wikipedia__br,wikipedia__ca,wikipedia__cy,wikipedia__de,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__fr,wikipedia__ga,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__mzn,wikipedia__nl,wikipedia__pl,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__zh,name__ko,name__tr,name__el,name__tl,name__af,name__en_ca,name__en_gb,name__uk,name__fa,wikipedia__af,wikipedia__da,wikipedia__el,wikipedia__ko,wikipedia__no,wikipedia__tl,wikipedia__tr,wikipedia__uk,name__ro,wikipedia__ro,wikipedia__enwikiquote,wikipedia__commons,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__gl,name__be,name__id,name__bn,name__ar,name__pt,name__eo,name__be_tarask,name__cs,name__bg,name__ckb,name__az,name__hy,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ckb,wikipedia__cs,wikipedia__eo,wikipedia__fa,wikipedia__gl,wikipedia__id,wikipedia__nn,wikipedia__pt,name__sr_el,name__sr_ec,name__hr,name__sco,name__sr,name__ie,name__ja,wikipedia__hr,wikipedia__ie,wikipedia__itwikiquote,wikipedia__ja,wikipedia__sco,wikipedia__sr,name__an,name__bs,name__ceb,name__et,name__is,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sk,name__sl,name__sq,name__vec,name__wa,name__gd,name__yo,name__pnb,name__ku_arab,name__ku_latn,name__ku,name__hi,name__ur,wikipedia__et,wikipedia__gd,wikipedia__ku,wikipedia__pnb,wikipedia__sk,wikipedia__ur,wikipedia__yo,name__ta,wikipedia__ta,name__vmf,name__nan,name__mr,name__io,wikipedia__io,wikipedia__is,wikipedia__mr,wikipedia__zh_min_nan,name__de_ch,identifier__wikidata
11734,Conor Murphy,,Newry and Armagh,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3,Conor Murphy,https://upload.wikimedia.org/wikipedia/commons/3/3e/Conor_Murphy.jpg,male,,,,1963-07-10,,Conor,,,,,,,,,,,,,,,,,,,,mr-conor-murphy,Conor Murphy,,,,,,,Conor Murphy,,Conor Murphy,,,Conor Murphy,,,,Conor Murphy,,,Conor Murphy,,,,,,,,,,,,,,Conor Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q578710
11734,Conor Murphy,,Newry and Armagh,Sinn Féin,sinn-fein,2011-05-06,election,2012-07-01,resigned,4,Conor Murphy,https://upload.wikimedia.org/wikipedia/commons/3/3e/Conor_Murphy.jpg,male,,,,1963-07-10,,Conor,,,,,,,,,,,,,,,,,,,,mr-conor-murphy,Conor Murphy,,,,,,,Conor Murphy,,Conor Murphy,,,Conor Murphy,,,,Conor Murphy,,,Conor Murphy,,,,,,,,,,,,,,Conor Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q578710
11734,Conor Murphy,,Newry and Armagh,Sinn Féin,sinn-fein,2015-06-08,appointed,,,4,Conor Murphy,https://upload.wikimedia.org/wikipedia/commons/3/3e/Conor_Murphy.jpg,male,,,,1963-07-10,,Conor,,,,,,,,,,,,,,,,,,,,mr-conor-murphy,Conor Murphy,,,,,,,Conor Murphy,,Conor Murphy,,,Conor Murphy,,,,Conor Murphy,,,Conor Murphy,,,,,,,,,,,,,,Conor Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q578710
25447,Claire Hanna,,Belfast South,Social Democratic and Labour Party,social-democratic-and-labour-party,2015-06-29,appointed,,,4,Claire Hanna,,female,,,,,,Claire,,,,,,,,,,,,,,,,,,,,,Claire Hanna (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q20631177
25448,Neil Somerville,,Fermanagh and South Tyrone,UUP,uup,2015-06-30,appointed,,,4,Neil Somerville,,male,,,,,,Neil,,,,,,,,,,,,,,,,,,,,,Neil Somerville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q20713559
11892,David Simpson,,Upper Bann,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2,David Simpson,https://upload.wikimedia.org/wikipedia/commons/f/fa/David_Simpson.jpg,male,,,,1959-02-16,,David,,,,,,,,,,,,,,,,,,,,,David Simpson (British politician),,,,,,,David Simpson,,David Simpson,,,,,,,David Simpson,,,David Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q392000
11892,David Simpson,,Upper Bann,DUP,dup,2007-03-09,election,2010-07-01,resigned,3,David Simpson,https://upload.wikimedia.org/wikipedia/commons/f/fa/David_Simpson.jpg,male,,,,1959-02-16,,David,,,,,,,,,,,,,,,,,,,,,David Simpson (British politician),,,,,,,David Simpson,,David Simpson,,,,,,,David Simpson,,,David Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q392000
13371,Lord Alderdice,,Belfast East,Alliance,alliance,1998-06-25,general_election,1998-06-30,changed_party,1,"John Alderdice, Baron Alderdice",,male,,,,1955-03-28,,John,,,,,,,,,,,,,,,,,,,The Right Honourable,mr-john-alderdice,"John Alderdice, Baron Alderdice",,,,,,,John Alderdice,,"John Alderdice, Baron Alderdice",,,,,,,John Alderdice,,,"John Alderdice, Baron Alderdice",,,,,,,,,,,John Alderdice,,,,,,,,,,,,,,,,,,,,,,"John Alderdice, Baron Alderdice","John Alderdice, Baron Alderdice",,,,,,,,,,,John Alderdice,John Alderdice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Alderdice,Q336390
13371,Lord Alderdice,,Belfast East,Initial Presiding Officer,initial-presiding-officer,1998-07-01,changed_party,1999-11-30,devolution,1,"John Alderdice, Baron Alderdice",,male,,,,1955-03-28,,John,,,,,,,,,,,,,,,,,,,The Right Honourable,mr-john-alderdice,"John Alderdice, Baron Alderdice",,,,,,,John Alderdice,,"John Alderdice, Baron Alderdice",,,,,,,John Alderdice,,,"John Alderdice, Baron Alderdice",,,,,,,,,,,John Alderdice,,,,,,,,,,,,,,,,,,,,,,"John Alderdice, Baron Alderdice","John Alderdice, Baron Alderdice",,,,,,,,,,,John Alderdice,John Alderdice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Alderdice,Q336390
13371,Lord Alderdice,,Belfast East,Speaker,speaker,1999-12-01,devolution,2003-04-28,general_election,1,"John Alderdice, Baron Alderdice",,male,,,,1955-03-28,,John,,,,,,,,,,,,,,,,,,,The Right Honourable,mr-john-alderdice,"John Alderdice, Baron Alderdice",,,,,,,John Alderdice,,"John Alderdice, Baron Alderdice",,,,,,,John Alderdice,,,"John Alderdice, Baron Alderdice",,,,,,,,,,,John Alderdice,,,,,,,,,,,,,,,,,,,,,,"John Alderdice, Baron Alderdice","John Alderdice, Baron Alderdice",,,,,,,,,,,John Alderdice,John Alderdice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Alderdice,Q336390
13733,Maurice Morrow,,Fermanagh and South Tyrone,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1,"Maurice Morrow, Baron Morrow",,male,,,,1948-09-27,,Maurice,,,,,,,,,,,,,,,,,,,,,"Maurice Morrow, Baron Morrow",,,,,,,,"Морис Морроу, барон Морроу","Maurice Morrow, Baron Morrow",,,,,,,"Maurice Morrow, Baron Morrow",,,"Maurice Morrow, Baron Morrow",,,,,,,,,,,"Maurice Morrow, Baron Morrow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1911383
13733,Maurice Morrow,,Fermanagh and South Tyrone,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2,"Maurice Morrow, Baron Morrow",,male,,,,1948-09-27,,Maurice,,,,,,,,,,,,,,,,,,,,,"Maurice Morrow, Baron Morrow",,,,,,,,"Морис Морроу, барон Морроу","Maurice Morrow, Baron Morrow",,,,,,,"Maurice Morrow, Baron Morrow",,,"Maurice Morrow, Baron Morrow",,,,,,,,,,,"Maurice Morrow, Baron Morrow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1911383
13733,Lord Morrow,,Fermanagh and South Tyrone,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13733,Lord Morrow,,Fermanagh and South Tyrone,DUP,dup,2011-05-06,election,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13741,Ian Adamson,,Belfast East,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,Ian Adamson,,male,88398169,,,1944-01-01,,Ian,,,,,,,,,,,,,,,,,,,,,Ian Adamson,,,,,,,Ian Adamson,,Ian Adamson,,,,Ian Adamson,,,Ian Adamson,,,Ian Adamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5980734
13742,Fraser Agnew,,Belfast North,Independent,independent,1998-06-25,general_election,1998-09-21,changed_party,1,Fraser Agnew,,male,,,,,,Fraser,,,,,,,,,,,,,,,,,,,,,Fraser Agnew,,,,,,,,,Fraser Agnew,,,,,,,Fraser Agnew,,,Fraser Agnew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5493559
13742,Fraser Agnew,,Belfast North,UUAP,uuap,1998-09-21,changed_party,2003-04-28,general_election,1,Fraser Agnew,,male,,,,,,Fraser,,,,,,,,,,,,,,,,,,,,,Fraser Agnew,,,,,,,,,Fraser Agnew,,,,,,,Fraser Agnew,,,Fraser Agnew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5493559
13743,Pauline Armitage,,East Londonderry,UUP,uup,1998-06-25,general_election,2001-11-09,changed_party,1,Pauline Armitage,,female,,,,,,Pauline,,,,,,,,,,,,,,,,,,,,,Pauline Armitage,,,,,,,Pauline Armitage,,,,,,Pauline Armitage,,,Pauline Armitage,,,Pauline Armitage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7154975
13743,Pauline Armitage,,East Londonderry,Independent,independent,2001-11-09,changed_party,2003-04-28,general_election,1,Pauline Armitage,,female,,,,,,Pauline,,,,,,,,,,,,,,,,,,,,,Pauline Armitage,,,,,,,Pauline Armitage,,,,,,Pauline Armitage,,,Pauline Armitage,,,Pauline Armitage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7154975
13744,Billy Armstrong,,Mid Ulster,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,Billy Armstrong,,male,,,,1943-06-21,,Billy,,,,,,,,,,,,,,,,,,,,,Billy Armstrong,,,,,,,Billy Armstrong,,,,,,,,,Billy Armstrong,,,Billy Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4912119
13744,Billy Armstrong,,Mid Ulster,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,Billy Armstrong,,male,,,,1943-06-21,,Billy,,,,,,,,,,,,,,,,,,,,,Billy Armstrong,,,,,,,Billy Armstrong,,,,,,,,,Billy Armstrong,,,Billy Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4912119
13744,Billy Armstrong,,Mid Ulster,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3,Billy Armstrong,,male,,,,1943-06-21,,Billy,,,,,,,,,,,,,,,,,,,,,Billy Armstrong,,,,,,,Billy Armstrong,,,,,,,,,Billy Armstrong,,,Billy Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4912119
13745,Alex Attwood,,Belfast West,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1,Alex Attwood,"https://upload.wikimedia.org/wikipedia/commons/c/cc/May_Day,_Belfast,_April_2011_(056).JPG",male,,,,1959-04-26,,Alex,,,,,,,,,,,,,,,,,,,,,Alex Attwood,,,,,Alex Attwood,,Alex Attwood,,Alex Attwood,,,,,,,Alex Attwood,,,Alex Attwood,Alex Attwood,,,,,,,,,,,,,,,,,,,,,,Alex Attwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4716637
13745,Alex Attwood,,Belfast West,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2,Alex Attwood,"https://upload.wikimedia.org/wikipedia/commons/c/cc/May_Day,_Belfast,_April_2011_(056).JPG",male,,,,1959-04-26,,Alex,,,,,,,,,,,,,,,,,,,,,Alex Attwood,,,,,Alex Attwood,,Alex Attwood,,Alex Attwood,,,,,,,Alex Attwood,,,Alex Attwood,Alex Attwood,,,,,,,,,,,,,,,,,,,,,,Alex Attwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4716637
13745,Alex Attwood,,Belfast West,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3,Alex Attwood,"https://upload.wikimedia.org/wikipedia/commons/c/cc/May_Day,_Belfast,_April_2011_(056).JPG",male,,,,1959-04-26,,Alex,,,,,,,,,,,,,,,,,,,,,Alex Attwood,,,,,Alex Attwood,,Alex Attwood,,Alex Attwood,,,,,,,Alex Attwood,,,Alex Attwood,Alex Attwood,,,,,,,,,,,,,,,,,,,,,,Alex Attwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4716637
13745,Alex Attwood,,Belfast West,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,,,4,Alex Attwood,"https://upload.wikimedia.org/wikipedia/commons/c/cc/May_Day,_Belfast,_April_2011_(056).JPG",male,,,,1959-04-26,,Alex,,,,,,,,,,,,,,,,,,,,,Alex Attwood,,,,,Alex Attwood,,Alex Attwood,,Alex Attwood,,,,,,,Alex Attwood,,,Alex Attwood,Alex Attwood,,,,,,,,,,,,,,,,,,,,,,Alex Attwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4716637
13746,Norah Beare,,Lagan Valley,UUP,uup,2003-11-26,general_election,2003-12-18,changed_party,2,Norah Beare,,female,,,,1946-05-25,,Norah,,,,,,,,,,,,,,,,,,,,,Norah Beare,,,,,,,Norah Beare,,Norah Beare,,,,Norah Beare,,,Norah Beare,,,Norah Beare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7050198
13746,Norah Beare,,Lagan Valley,Independent Unionist,independent-unionist,2003-12-18,changed_party,2004-01-15,changed_party,2,Norah Beare,,female,,,,1946-05-25,,Norah,,,,,,,,,,,,,,,,,,,,,Norah Beare,,,,,,,Norah Beare,,Norah Beare,,,,Norah Beare,,,Norah Beare,,,Norah Beare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7050198
13746,Norah Beare,,Lagan Valley,DUP,dup,2004-01-15,changed_party,2007-01-30,dissolution,2,Norah Beare,,female,,,,1946-05-25,,Norah,,,,,,,,,,,,,,,,,,,,,Norah Beare,,,,,,,Norah Beare,,Norah Beare,,,,Norah Beare,,,Norah Beare,,,Norah Beare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7050198
13748,Eileen Bell,,North Down,Alliance,alliance,1998-06-25,general_election,2003-04-28,general_election,1,Eileen Bell,,female,,,,1943-08-15,,Eileen,,,,,,,,,,,,,,,,,,,,,Eileen Bell,,,,,,,Eileen Bell,,Eileen Bell,,,,Eileen Bell,,,Eileen Bell,,,Eileen Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5349324
13748,Eileen Bell,,North Down,Alliance,alliance,2003-11-26,general_election,2006-05-09,changed_party,2,Eileen Bell,,female,,,,1943-08-15,,Eileen,,,,,,,,,,,,,,,,,,,,,Eileen Bell,,,,,,,Eileen Bell,,Eileen Bell,,,,Eileen Bell,,,Eileen Bell,,,Eileen Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5349324
13748,Eileen Bell,,North Down,Speaker,speaker,2006-05-09,changed_party,2007-05-08,dissolution,2,Eileen Bell,,female,,,,1943-08-15,,Eileen,,,,,,,,,,,,,,,,,,,,,Eileen Bell,,,,,,,Eileen Bell,,Eileen Bell,,,,Eileen Bell,,,Eileen Bell,,,Eileen Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5349324
13749,Billy Bell,,Lagan Valley,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,Billy Bell,https://upload.wikimedia.org/wikipedia/commons/6/6a/Billy_Bell.jpg,male,,,,1935-10-09,,Billy,,,,,,,,,,,,,,,,,,,,,Billy Bell (politician),,,,,,,Billy Bell,,,,,,,,,Billy Bell,,,Billy Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4912187
13749,Billy Bell,,Lagan Valley,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,Billy Bell,https://upload.wikimedia.org/wikipedia/commons/6/6a/Billy_Bell.jpg,male,,,,1935-10-09,,Billy,,,,,,,,,,,,,,,,,,,,,Billy Bell (politician),,,,,,,Billy Bell,,,,,,,,,Billy Bell,,,Billy Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4912187
13750,Tom Benson,,Strangford,UUP,uup,1998-06-25,general_election,2000-12-24,died,1,Tom Benson,,male,68433764,,,1929-08-26,,Tom,,,,,,2000-12-24,,,,,,,,,,,,,,,Tom Benson (politician),,,,,,,Tom Benson,,Tom Benson,,,,,,,Tom Benson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom Benson,Tom Benson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom Benson,,,,,,,,,,,,,,,,,,,,,,,,,Tom Benson,,,,,,,,,Q7814943
13751,Paul Berry,,Newry and Armagh,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1,Paul Berry,,male,,,,1976-06-03,,Paul,,,,,,,,,,,,,,,,,,,,,Paul Berry (politician),,,,,,,Paul Berry,,Paul Berry,,,,,,,Paul Berry,,,Paul Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,பவுல் பெர்ரி,பவுல் பெர்ரி,,,,,,,,,,Q10999286
13751,Paul Berry,,Newry and Armagh,DUP,dup,2003-11-26,general_election,2006-02-20,changed_party,2,Paul Berry,,male,,,,1976-06-03,,Paul,,,,,,,,,,,,,,,,,,,,,Paul Berry (politician),,,,,,,Paul Berry,,Paul Berry,,,,,,,Paul Berry,,,Paul Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,பவுல் பெர்ரி,பவுல் பெர்ரி,,,,,,,,,,Q10999286
13751,Paul Berry,,Newry and Armagh,Independent,independent,2006-02-21,changed_party,2007-01-30,dissolution,2,Paul Berry,,male,,,,1976-06-03,,Paul,,,,,,,,,,,,,,,,,,,,,Paul Berry (politician),,,,,,,Paul Berry,,Paul Berry,,,,,,,Paul Berry,,,Paul Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,பவுல் பெர்ரி,பவுல் பெர்ரி,,,,,,,,,,Q10999286
13752,Esmond Birnie,,Belfast South,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,Esmond Birnie,,male,111424398,,,1965-01-06,,,,,,,,,0000 0000 8177 9386,12322574s,,,,,,,,,,,,,Esmond Birnie,,,,,,,Esmond Birnie,,Esmond Birnie,,,,Esmond Birnie,,,Esmond Birnie,,,Esmond Birnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5398557
