id,name,position,party,term,source,email,image
538,Botnari Constantin,"",Fracțiunea Partidului Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/538/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=Oq1RJVpOPus%3d&tabid=87&mid=476&language=en-US
330,Buliga Valentina,"",Fracțiunea Partidului Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/330/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=xeGo2qLII3M%3d&tabid=87&mid=476&language=en-US
304,Candu Andrian,President of the Parliament,Fracțiunea Partidului Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/304/language/en-US/Default.aspx,Luminita.Bolohan@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=JpGIXDd%2figA%3d&tabid=87&mid=476&language=en-US
539,Caraseni Demian,"",Fracțiunea Partidului Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/539/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=sljbt4vhHTU%3d&tabid=87&mid=476&language=en-US
540,Carp Lilian,"",Fracțiunea Partidului Liberal,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/540/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=P6KZDMxbMnA%3d&tabid=87&mid=476&language=en-US
541,Carpov Eugen,"",Free fraction deputies,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/541/language/en-US/Default.aspx,Eugen.Carpov@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=5d56vG4chZY%3d&tabid=87&mid=476&language=en-US
600,Casian Ion,"",Fracțiunea Partidului Liberal,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/600/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=tRAWhiwfBWM%3d&tabid=87&mid=476&language=en-US
389,Ceban Ion,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/389/language/en-US/Default.aspx,Ion.Ceban@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=wUKi85EgEv0%3d&tabid=87&mid=476&language=en-US
601,Cernat Vladimir,"",Fracțiunea Partidului Liberal,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/601/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=0Yoiii7wYnM%3d&tabid=87&mid=476&language=en-US
305,Ciobanu Maria,"",Fracțiunea Partidului Liberal Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/305/language/en-US/Default.aspx,Maria.Ciobanu@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=8inQBaGsrR4%3d&tabid=87&mid=476&language=en-US
277,Cobzac Grigore,"",Fracțiunea Partidului Liberal Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/277/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=7DyK2DqQoeM%3d&tabid=87&mid=476&language=en-US
33,Corman Igor,"",Fracțiunea Partidului Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/33/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=M0YlN2NpGTg%3d&tabid=87&mid=476&language=en-US
649,Cosoi  Petru,"",Fracțiunea Partidului Liberal,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/649/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=JPs2QBKjA3I%3d&tabid=87&mid=476&language=en-US
544,Creangă Ştefan,"",Fracțiunea Partidului Liberal Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/544/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=d2HNeXR3vUo%3d&tabid=87&mid=476&language=en-US
78,Deliu Tudor,"",Fracțiunea Partidului Liberal Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/78/language/en-US/Default.aspx,Tudor.Deliu@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=2FSaujMwbGg%3d&tabid=87&mid=476&language=en-US
23,Diacov Dumitru,"",Fracțiunea Partidului Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/23/language/en-US/Default.aspx,Dumitru.Diacov@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=R4NMyBMNncA%3d&tabid=87&mid=476&language=en-US
545,Dîrda Iurie,"",Fracțiunea Partidului Liberal,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/545/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=IHpBjJvQm6A%3d&tabid=87&mid=476&language=en-US
34,Dodon Igor,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/34/language/en-US/Default.aspx,Igor.Dodon@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=j0jn5%2fflyLs%3d&tabid=87&mid=476&language=en-US
546,Dolinţă Alla,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/546/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=HTRdajUSWgs%3d&tabid=87&mid=476&language=en-US
67,Domenti Oxana,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/67/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=ANJ5g32jEkg%3d&tabid=87&mid=476&language=en-US
654,Dudnic Corneliu,"",Fracțiunea Partidului Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/654/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=aWu5jPgKe%2fc%3d&tabid=87&mid=476&language=en-US
547,Dudoglo Nicolai,"",Fracțiunea Partidului Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/547/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=aWu5jPgKe%2fc%3d&tabid=87&mid=476&language=en-US
331,Filat Vladimir,"",Fracțiunea Partidului Liberal Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/331/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=ExWKbJ7%2btt0%3d&tabid=87&mid=476&language=en-US
548,Furculiţă Corneliu,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/548/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=E1HgncAVuP4%3d&tabid=87&mid=476&language=en-US
549,Gagauz Fiodor,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/549/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=VvumSfxe%2fCY%3d&tabid=87&mid=476&language=en-US
85,Ghileţchi Valeriu,"",Fracțiunea Partidului Liberal Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/85/language/en-US/Default.aspx,Valeriu.Ghiletchi@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=n5txEeRxaNQ%3d&tabid=87&mid=476&language=en-US
10,Ghimpu Mihai,"",Fracțiunea Partidului Liberal,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/10/language/en-US/Default.aspx,Mihai.Ghimpu@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=zt2iojlVhkk%3d&tabid=87&mid=476&language=en-US
593,Goța Aliona,"",Fracțiunea Partidului Liberal Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/593/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=aWu5jPgKe%2fc%3d&tabid=87&mid=476&language=en-US
551,Golovatiuc Vladimir,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/551/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=na1K36uDhpY%3d&tabid=87&mid=476&language=en-US
552,Golovin Boris,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/552/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=ChGydPGyRLY%3d&tabid=87&mid=476&language=en-US
310,Gorilă Anatolie,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/310/language/en-US/Default.aspx,Anatolie.Gorila@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=CcW1r01Ce8o%3d&tabid=87&mid=476&language=en-US
648,Grama Octavian,"",Fracțiunea Partidului Liberal Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/648/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=5N0viG8%2b%2fGk%3d&tabid=87&mid=476&language=en-US
106,Greceanîi Zinaida,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/106/language/en-US/Default.aspx,Zinaida.Greceanii@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=1%2b%2fTTX6xueA%3d&tabid=87&mid=476&language=en-US
611,Gudumac Elena,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/611/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=eyEtY2fkV6g%3d&tabid=87&mid=476&language=en-US
653,Gutium Artur,"",Fracțiunea Partidului Liberal,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/653/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=4IUsbN3E5r0%3d&tabid=87&mid=476&language=en-US
332,Hotineanu  Vladimir,"",Fracțiunea Partidului Liberal Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/332/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=ouBnNrmhyc0%3d&tabid=87&mid=476&language=en-US
554,Hrenova Elena,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/554/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=4xubjHFRmW0%3d&tabid=87&mid=476&language=en-US
599,Iacob Mihaela,"",Fracțiunea Partidului Liberal,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/599/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=aWu5jPgKe%2fc%3d&tabid=87&mid=476&language=en-US
99,Ivanov Violeta,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/99/language/en-US/Default.aspx,Svetlana.Stepanov@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=5P9VhEnH3yA%3d&tabid=87&mid=476&language=en-US
311,Juravschi Nicolae,"",Free fraction deputies,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/311/language/en-US/Default.aspx,Nicolae.Juravschi@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=%2b8H0mXLh6lU%3d&tabid=87&mid=476&language=en-US
555,Labuneţ Anatolie,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/555/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=c0eVRlrb8cI%3d&tabid=87&mid=476&language=en-US
334,Leancă Iurie,"",Free fraction deputies,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/334/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=5cMIcmZ%2birI%3d&tabid=87&mid=476&language=en-US
556,Lipskii Oleg,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/556/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=owqY%2ftRUX7s%3d&tabid=87&mid=476&language=en-US
312,Lucinschi Chiril,"",Fracțiunea Partidului Liberal Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/312/language/en-US/Default.aspx,Valeriu.Bodiu@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=k85hR0MtIC4%3d&tabid=87&mid=476&language=en-US
557,Lupu Lidia,"",Free fraction deputies,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/557/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=%2b7W0ennPdh0%3d&tabid=87&mid=476&language=en-US
52,Lupu Marian,"",Fracțiunea Partidului Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/52/language/en-US/Default.aspx,Natalia.Rosca@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=onyrioVN3TI%3d&tabid=87&mid=476&language=en-US
558,Mihalache Corneliu,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/558/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=zNJseVII7fo%3d&tabid=87&mid=476&language=en-US
97,Mîndru Victor,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/97/language/en-US/Default.aspx,Victor.Mindru@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=qX4PDHMI%2fWI%3d&tabid=87&mid=476&language=en-US
559,Mitriuc Ghenadi,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/559/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=GSmVIxbPa%2fg%3d&tabid=87&mid=476&language=en-US
314,Mocanu Gheorghe,"",Fracțiunea Partidului Liberal Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/314/language/en-US/Default.aspx,Gheorghe.Mocanu@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=DmMP89n04xs%3d&tabid=87&mid=476&language=en-US
560,Mudreac Radu,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/560/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=%2fMNdLrPqGIo%3d&tabid=87&mid=476&language=en-US
561,Neguţa Andrei,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/561/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=fTI%2bw4LZlN4%3d&tabid=87&mid=476&language=en-US
569,Nesterovschi Alexandr,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/569/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=NnGylbGrV6M%3d&tabid=87&mid=476&language=en-US
596,Nichiforciuc Eugeniu,"",Fracțiunea Partidului Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/596/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=bg5GHrCNPc0%3d&tabid=87&mid=476&language=en-US
562,Novac Grigore,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/562/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=0cSsFfzMVBE%3d&tabid=87&mid=476&language=en-US
563,Odnostalco Vladimir,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/563/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=sg1edNPQm%2fk%3d&tabid=87&mid=476&language=en-US
626,Padnevici Corneliu,"",Fracțiunea Partidului Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/626/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=8sBSRnr%2b7IA%3d&tabid=87&mid=476&language=en-US
49,Palihovici Liliana,Deputy Chairman of the Parliament,Fracțiunea Partidului Liberal Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/49/language/en-US/Default.aspx,Alina.Bulgac@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=gF8mlpQTCVs%3d&tabid=87&mid=476&language=en-US
315,Panciuc Vasilii,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/315/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=j8wrg9%2fDYmo%3d&tabid=87&mid=476&language=en-US
564,Pistrinciuc Vadim,"",Fracțiunea Partidului Liberal Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/564/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=HpUtytvClkU%3d&tabid=87&mid=476&language=en-US
318,Pleşca Nae-Simion,"",Fracțiunea Partidului Liberal Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/318/language/en-US/Default.aspx,Nae-Simion.Plesca@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=M0pyNFvYQmo%3d&tabid=87&mid=476&language=en-US
69,Porcescu Petru,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/69/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=L38GR6GUVhU%3d&tabid=87&mid=476&language=en-US
292,Postoico Maria,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/292/language/en-US/Default.aspx,Vasile.Esanu@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=jtYFX3nzivs%3d&tabid=87&mid=476&language=en-US
335,Răducan  Marcel,"",Fracțiunea Partidului Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/335/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=UixYBywuBJk%3d&tabid=87&mid=476&language=en-US
565,Radvan Marina,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/565/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=oiTtK4DcivM%3d&tabid=87&mid=476&language=en-US
64,Reidman Oleg,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/64/language/en-US/Default.aspx,Oleg.Reidman@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=aQaajrVMUDw%3d&tabid=87&mid=476&language=en-US
322,Reşetnicov Artur,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/322/language/en-US/Default.aspx,Artur.Resetnicov@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=hp6gte%2bULQ0%3d&tabid=87&mid=476&language=en-US
566,Roşca Victor,"",Fracțiunea Partidului Liberal Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/566/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=XztM8113HA8%3d&tabid=87&mid=476&language=en-US
568,Savva Oleg,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/568/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=7fduJ%2faNXvY%3d&tabid=87&mid=476&language=en-US
66,Sîrbu Oleg,"",Fracțiunea Partidului Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/66/language/en-US/Default.aspx,Oleg.Sirbu@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=tNSJDKH37Ds%3d&tabid=87&mid=476&language=en-US
323,Sîrbu Serghei,"",Fracțiunea Partidului Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/323/language/en-US/Default.aspx,Serghei.Sirbu@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=8hBuWiakeHk%3d&tabid=87&mid=476&language=en-US
570,Smirnov Eduard,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/570/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=SWiVJr0hhNI%3d&tabid=87&mid=476&language=en-US
571,Sorocean Victor,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/571/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=V55jxyd5t%2bQ%3d&tabid=87&mid=476&language=en-US
