id,name,wikipedia__pl,term,group,source,area,area_id,start_date,wikidata,end_date,replaced,name__pl,name__en,gender,birth_date,given_name,image,identifier__viaf,identifier__freebase,identifier__lcauth,identifier__europarlmep,identifier__isni,identifier__bnf,website,identifier__gnd,identifier__sudoc,identifier__nta,identifier__imdb,facebook,family_name,identifier__muzinger,death_date,twitter,identifier__gtaa,identifier__parlement,identifier__ndl,identifier__nla,identifier__nkc,identifier__nukat,identifier__nlp,identifier__ptbnp,identifier__nli,identifier__bne,identifier__bav,identifier__fifa,identifier__catholic_hierarchy,wikipedia__en,identifier__munzinger,name__eo,name__de,name__nl,name__nb,name__da,name__nn,name__sv,name__fr,wikipedia__de,name__de_ch,name__sk,name__it,name__et,wikipedia__commons,wikipedia__et,wikipedia__fr,wikipedia__plwikiquote,wikipedia__sk,name__pt,wikipedia__pt,name__es,name__ro,wikipedia__ro,wikipedia__eo,name__zh_hans,name__zh_hant,name__zh_hk,name__ru,name__fi,name__uk,name__fa,name__zh,wikipedia__fa,wikipedia__fi,wikipedia__it,wikipedia__ru,wikipedia__sv,wikipedia__uk,wikipedia__zh,wikipedia__es,name__lt,wikipedia__lt,name__ksh,wikipedia__ksh,name__ka,name__be,name__cs,name__bg,name__vi,name__la,name__ie,name__lb,name__tr,name__szl,name__hu,name__ko,name__el,name__ca,name__io,name__hy,name__en_ca,name__en_gb,name__pt_br,name__ja,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cs,wikipedia__cswikiquote,wikipedia__el,wikipedia__hu,wikipedia__ie,wikipedia__io,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__nl,wikipedia__no,wikipedia__simple,wikipedia__szl,wikipedia__tr,wikipedia__vi,name__gl,name__eu,wikipedia__da,wikipedia__eu,wikipedia__gl,name__mg,wikipedia__mg,name__oc,name__he,name__sr_el,name__sr_ec,name__be_tarask,name__sr,wikipedia__be_x_old,wikipedia__he,wikipedia__sr,name__id,wikipedia__dewikiquote,wikipedia__id,wikipedia__itwikiquote,wikipedia__oc,wikipedia__ukwikiquote,name__sl,wikipedia__sl,name__hr,name__csb,wikipedia__csb,name__az,name__br,name__hsb,name__is,name__lv,name__ms,name__sh,name__uz,name__yo,name__yue,name__sco,wikipedia__az,wikipedia__br,wikipedia__hr,wikipedia__hsb,wikipedia__is,wikipedia__lv,wikipedia__ms,wikipedia__nn,wikipedia__sco,wikipedia__sh,wikipedia__uz,wikipedia__yo,wikipedia__zh_yue,name__mwl,wikipedia__mwl,name__nds,name__hi,name__fo,wikipedia__fo,name__af,name__ar,name__kk,name__ast,wikipedia__af,wikipedia__ar,wikipedia__ast,wikipedia__kk,wikipedia__th,name__cy,name__dsb,name__ht,name__mr,name__qu,name__scn,name__zh_cn,name__mn,name__ta,name__crh_latn,name__lmo,name__ne,wikipedia__crh,wikipedia__cy,wikipedia__dsb,wikipedia__enwikiquote,wikipedia__ht,wikipedia__hy,wikipedia__lmo,wikipedia__mn,wikipedia__mr,wikipedia__qu,wikipedia__scn,name__sgs,wikipedia__bat_smg,name__gsw,name__an,name__ia,name__mk,name__na,name__os,name__zh_tw,name__zh_sg,name__zh_mo,name__zh_my,name__kaa,wikipedia__an,wikipedia__eowikiquote,wikipedia__ia,wikipedia__kaa,wikipedia__mk,wikipedia__na,wikipedia__os,name__tl,wikipedia__tl,name__fy,wikipedia__fy,wikipedia__bgwikiquote,name__th,name__vo,wikipedia__vo,name__cv,name__fur,name__ga,name__gd,name__jv,name__mrj,name__sah,name__se,name__sq,name__tt,name__nan,name__ckb,wikipedia__ckb,wikipedia__cv,wikipedia__fur,wikipedia__ga,wikipedia__gd,wikipedia__hewikiquote,wikipedia__hi,wikipedia__jv,wikipedia__ltwikiquote,wikipedia__mrj,wikipedia__nds,wikipedia__plwikisource,wikipedia__sah,wikipedia__se,wikipedia__sq,wikipedia__ta,wikipedia__tt,wikipedia__zh_min_nan,name__diq,name__bs,wikipedia__bs,name__simple,name__mo,wikipedia__mo,identifier__wikidata
tadeusz-cymański,Tadeusz Cymański,Tadeusz Cymański,6,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VI_kadencji,Województwo pomorskie 25,25-6,,Q382446,2009-06-10,Andrzej Jaworski,Tadeusz Cymański,Tadeusz Cymański,male,1955-06-06,Tadeusz,https://upload.wikimedia.org/wikipedia/commons/7/76/Posel-cymanski-tadeusz-2013-11m.jpg,,/m/0f6qfd,,96786,,,,,,,,,,,,,,,,,,,,,,,,,,Tadeusz Cymański,,Tadeusz Cymański,Tadeusz Cymański,Tadeusz Cymański,Tadeusz Cymański,Tadeusz Cymański,Tadeusz Cymański,Tadeusz Cymański,Tadeusz Cymański,Tadeusz Cymański,,,,,,,,,,Tadeusz Cymański,Tadeusz Cymański,,,,Tadeusz Cymański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q382446
andrzej-grzyb-(poseł),Andrzej Grzyb,Andrzej Grzyb (poseł),6,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VI_kadencji,Województwo wielkopolskie 36,36-6,,Q4759608,2009-06-10,Piotr Walkowski,Andrzej Grzyb (poseł),Andrzej Grzyb,male,1956-08-23,Andrzej,,316391732,,,23785,,,http://www.andrzejgrzyb.eu/,,,,,Andrzej.Grzyb,,,,,,,,,,,,,,,,,,Andrzej Grzyb,,,Andrzej Grzyb,Andrzej Grzyb,,,,,Andrzej Grzyb,Andrzej Grzyb,,,,,Category:Andrzej Grzyb (1956),,"Andrzej Grzyb (homme politique, 1956)",,,Andrzej Grzyb,Andrzej Grzyb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4759608
jolanta-hibner,Jolanta Hibner,Jolanta Hibner,6,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VI_kadencji,Województwo mazowieckie 19,19-6,,Q273569,2009-06-10,Leszek Jastrzębski,Jolanta Hibner,Jolanta Hibner,female,1951-01-26,Jolanta,,,/m/0f6sh5,,96753,,,,,,,,,,,,,,,,,,,,,,,,,,Jolanta Hibner,,,Jolanta Hibner,Jolanta Hibner,Jolanta Hibner,Jolanta Hibner,Jolanta Hibner,Jolanta Hibner,Jolanta Hibner,Jolanta Hibner,,,,,,,,,,Jolanta Hibner,Jolanta Hibner,Jolanta Hibner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q273569
danuta-jazłowiecka,Danuta Jazłowiecka,Danuta Jazłowiecka,6,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VI_kadencji,Województwo opolskie 21,21-6,,Q273578,2009-06-10,Janina Okrągły,Danuta Jazłowiecka,Danuta Jazłowiecka,female,1957-05-19,Danuta,,,/m/0f6st_,,96781,,,,,,,,,,,,,,,,,,,,,,,,,,Danuta Jazłowiecka,,,Danuta Jazłowiecka,Danuta Jazłowiecka,Danuta Jazłowiecka,Danuta Jazłowiecka,Danuta Jazłowiecka,Danuta Jazłowiecka,Danuta Jazłowiecka,Danuta Jazłowiecka,,,,,,,Danuta Jazłowiecka,,,Danuta Jazłowiecka,Danuta Jazłowiecka,Danuta Jazłowiecka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q273578
jarosław-kalinowski-(polityk),Jarosław Kalinowski,Jarosław Kalinowski (polityk),6,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VI_kadencji,Województwo mazowieckie 18,18-6,,Q3672035,2009-06-10,Krzysztof Borkowski,Jarosław Kalinowski,Jarosław Kalinowski,male,1962-04-12,Jarosław,"https://upload.wikimedia.org/wikipedia/commons/f/f3/Kalinowski,_Jaroslaw-2504.jpg",102073431,/m/0f6t0y,,96771,,,,,,,,,,,,,,,,,,,,,,,,,,Jarosław Kalinowski,,,Jarosław Kalinowski,Jarosław Kalinowski,Jarosław Kalinowski,Jarosław Kalinowski,Jarosław Kalinowski,Jarosław Kalinowski,Jarosław Kalinowski,Jarosław Kalinowski,,,,,Category:Jarosław Kalinowski,,Jarosław Kalinowski (homme politique),,,Jarosław Kalinowski,Jarosław Kalinowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3672035
paweł-kowal,Paweł Kowal,Paweł Kowal,6,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VI_kadencji,Województwo małopolskie 12,12-6,,Q432215,2009-06-10,Kazimierz Hajda,Paweł Kowal,Paweł Kowal,male,1975-07-22,Paweł,"https://upload.wikimedia.org/wikipedia/commons/1/15/Pawel_Robert_Kowal,_Poland-MIP-Europaparlament-by-Leila-Paul-1.jpg",229705348,/m/0f6tq0,no2001079579,96793,0000 0003 6689 5524,15061547c,http://www.pawelkowal.pl,1049914619,114354634,,,,,,,,,,,,,n01012843,,,,,,,,Paweł Kowal,,,Paweł Kowal,Paweł Kowal,Paweł Kowal,Paweł Kowal,Paweł Kowal,Paweł Kowal,Paweł Kowal,Paweł Kowal,,,,,,,Paweł Kowal,Paweł Kowal,,Paweł Kowal,Paweł Kowal,Paweł Kowal,,,,,,,,,Павел Коваль,,,,,,,,Павел Коваль,,,,,,,,,,,,,,,,,,,,,,,Paweł Kowal,Paweł Kowal,Paweł Kowal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q432215
jacek-kurski,Jacek Kurski,Jacek Kurski,6,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VI_kadencji,Województwo pomorskie 25,25-6,,Q432183,2009-06-10,Daniela Chrapkiewicz,Jacek Kurski,Jacek Kurski,male,1966-02-22,Jacek,https://upload.wikimedia.org/wikipedia/commons/9/97/JKRUK_20100418_JACEK_KURSKI_IMG_7243A.jpg,61967558,/m/0f6v1d,n94005891,96795,0000 0001 0979 4159,,,103530355,155240684,,,,,,,,,,,,,n97004452,,,,,,,,Jacek Kurski,,,Jacek Kurski,Jacek Kurski,Jacek Kurski,Jacek Kurski,Jacek Kurski,Jacek Kurski,Jacek Kurski,Jacek Kurski,,,,,Category:Jacek Kurski,,,Jacek Kurski,,Jacek Kurski,Jacek Kurski,Jacek Kurski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacek Kurski,Jacek Kurski,Jacek Kurski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q432183
krzysztof-lisek,Krzysztof Lisek,Krzysztof Lisek,6,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VI_kadencji,Województwo warmińsko-mazurskie 34,34-6,,Q447579,2009-06-10,Piotr Cieśliński (polityk),Krzysztof Lisek,Krzysztof Lisek,male,1967-05-28,Krzysztof,,,/m/0f6v78,,96788,,,,,,,,,,,,,,,,,,,,,,,,,,Krzysztof Lisek,,,Krzysztof Lisek,Krzysztof Lisek,Krzysztof Lisek,Krzysztof Lisek,Krzysztof Lisek,Krzysztof Lisek,Krzysztof Lisek,Krzysztof Lisek,,,,,,,,,,Krzysztof Lisek,Krzysztof Lisek,Krzysztof Lisek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q447579
elżbieta-Łukacijewska,Elżbieta Łukacijewska,Elżbieta Łukacijewska,6,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VI_kadencji,Województwo podkarpackie 22,22-6,,Q432566,2009-06-10,Marek Rząsa,Elżbieta Łukacijewska,Elżbieta Łukacijewska,female,1966-11-25,Elżbieta,"https://upload.wikimedia.org/wikipedia/commons/f/f3/ElżBieta_Katarzyna_Łukacijewska,_Poland-MIP-Europaparlament-by-Leila-Paul-4.jpg",,/m/0f6vd2,,96791,,,,,,,,,Łukacijewska,,,,,,,,,,,,,,,,,Elżbieta Łukacijewska,,,Elżbieta Łukacijewska,Elżbieta Łukacijewska,Elżbieta Łukacijewska,Elżbieta Łukacijewska,Elżbieta Łukacijewska,Elżbieta Łukacijewska,Elżbieta Łukacijewska,Elżbieta Łukacijewska,,,,,,,Elżbieta Łukacijewska,,,Elżbieta Łukacijewska,Elżbieta Łukacijewska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elżbieta Łukacijewska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q432566
sławomir-nitras,Sławomir Nitras,Sławomir Nitras,6,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VI_kadencji,Województwo zachodniopomorskie 41,41-6,,Q943067,2009-06-10,Cezary Atamańczuk,Sławomir Nitras,Sławomir Nitras,male,1973-04-26,Sławomir,,307175062,/m/0f6w4l,,96794,,,,,,,,,,,,,,,,,,,,,,,,,,Sławomir Nitras,,,Sławomir Nitras,Sławomir Nitras,Sławomir Nitras,Sławomir Nitras,Sławomir Nitras,Sławomir Nitras,Sławomir Nitras,Sławomir Nitras,,,,,,,Sławomir Nitras,Sławomir Nitras,,Sławomir Nitras,Sławomir Nitras,Sławomir Nitras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q943067
wojciech-olejniczak,Wojciech Olejniczak,Wojciech Olejniczak,6,Koło Poselskie Biało-Czerwoni,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VI_kadencji,Województwo łódzkie 9,9-6,,Q726230,2009-06-10,Sylwester Pawłowski,Wojciech Olejniczak,Wojciech Olejniczak,male,1974-04-10,Wojciech,https://upload.wikimedia.org/wikipedia/commons/1/12/Wojciech_olejniczak.jpg,308699200,/m/09z1r_,,96783,,,http://www.wojciecholejniczak.pl/,,,,,,,,,,,,,,,,,,,,,,,Wojciech Olejniczak,,,Wojciech Olejniczak,Wojciech Olejniczak,Wojciech Olejniczak,Wojciech Olejniczak,Wojciech Olejniczak,Wojciech Olejniczak,Wojciech Olejniczak,Wojciech Olejniczak,,,,,,,Wojciech Olejniczak,Wojciech Olejniczak,,,,Wojciech Olejniczak,,,,,,,,,,,,,,,,,,,Wojciech Olejniczak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wojciech Olejniczak,Wojciech Olejniczak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q726230
joanna-senyszyn,Joanna Senyszyn,Joanna Senyszyn,6,Koło Poselskie Biało-Czerwoni,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VI_kadencji,Województwo pomorskie 26,26-6,,Q275679,2009-06-10,Władysław Szkop,Joanna Senyszyn,Joanna Senyszyn,female,1949-02-01,Joanna,"https://upload.wikimedia.org/wikipedia/commons/6/65/Senyszyn,_Joanna-2405.jpg",13969465,/m/0f6xm5,n92089686,96789,0000 0000 3266 1285,,,,,,,,,,,,,,,,,n94100208,,,,,,,,Joanna Senyszyn,,,Joanna Senyszyn,Joanna Senyszyn,Joanna Senyszyn,Joanna Senyszyn,Joanna Senyszyn,Joanna Senyszyn,Joanna Senyszyn,Joanna Senyszyn,,,,,,,,Joanna Senyszyn,,Joanna Senyszyn,Joanna Senyszyn,Joanna Senyszyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joanna Senyszyn,Joanna Senyszyn,Joanna Senyszyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q275679
joanna-skrzydlewska,Joanna Skrzydlewska,Joanna Skrzydlewska,6,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VI_kadencji,Województwo łódzkie 9,9-6,,Q432517,2009-06-10,Jarosław Stolarczyk,Joanna Skrzydlewska,Joanna Skrzydlewska,female,1977-02-17,Joanna,"https://upload.wikimedia.org/wikipedia/commons/8/80/Skrzydlewska,_Joanna_Katarzyna-1599.jpg",,/m/0f6xqn,,96770,,,,,,,,,,,,,,,,,,,,,,,,,,Joanna Skrzydlewska,,Joanna Skrzydlewska,Joanna Skrzydlewska,Joanna Skrzydlewska,Joanna Skrzydlewska,Joanna Skrzydlewska,Joanna Skrzydlewska,Joanna Skrzydlewska,Joanna Skrzydlewska,Joanna Skrzydlewska,,,,,Category:Joanna Skrzydlewska,,Joanna Skrzydlewska,,,Joanna Skrzydlewska,Joanna Skrzydlewska,Joanna Skrzydlewska,,,Joanna Skrzydlewska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q432517
jarosław-wałęsa,Jarosław Wałęsa,Jarosław Wałęsa,6,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VI_kadencji,Województwo pomorskie 25,25-6,,Q1392390,2009-06-10,Agnieszka Pomaska,Jarosław Wałęsa,Jarosław Wałęsa,male,1976-09-13,Jarosław,https://upload.wikimedia.org/wikipedia/commons/7/7f/Jarosław_Wałęsa_2_(cropped).jpg,,/m/0f6ytg,,96774,,,,,,,,,,,,,,,,,,,,,,,,,,Jarosław Wałęsa,,,Jarosław Wałęsa,Jarosław Wałęsa,Jarosław Wałęsa,Jarosław Wałęsa,Jarosław Wałęsa,Jarosław Wałęsa,Jarosław Wałęsa,Jarosław Wałęsa,,,,,,,Jarosław Wałęsa,Jarosław Wałęsa,,Jarosław Wałęsa,Jarosław Wałęsa,,,,,,,,Ярослав Валенса,,,,,,,,,,,,,,,,,,,Jarosław Wałęsa,,,,,,,,,,,,,,,,,,,,,Jarosław Wałęsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,Яраслаў Валэнса,,Яраслаў Валэнса,,,,,,,,,,,,,,,,,,,,,,,,Jarosław Wałęsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1392390
paweł-zalewski,Paweł Zalewski,Paweł Zalewski,6,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VI_kadencji,Województwo łódzkie 11,11-6,,Q5428271,2009-06-10,Wojciech Szczęsny Zarzycki,Paweł Zalewski,Paweł Zalewski,male,1964-09-25,Paweł,https://upload.wikimedia.org/wikipedia/commons/7/75/Paweł_Ksawery_Zalewski.JPG,307175115,/m/0f6zgk,,96777,,,http://www.pawelzalewski.eu,,,,,,,,,,,,,,,,,,,,,,,Paweł Zalewski,,,Paweł Zalewski,Paweł Zalewski,Paweł Zalewski,Paweł Zalewski,Paweł Zalewski,Paweł Zalewski,Paweł Zalewski,Paweł Zalewski,,,,,,,,,,Paweł Zalewski,Paweł Zalewski,,,,,,,,,,Павел Залевський,,,,,,,,Павел Залевський,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5428271
janusz-zemke,Janusz Zemke,Janusz Zemke,6,Koło Poselskie Biało-Czerwoni,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VI_kadencji,Województwo kujawsko-pomorskie 4,4-6,,Q376870,2009-06-10,Grażyna Ciemniak,Janusz Zemke,Janusz Zemke,male,1949-02-24,Janusz,https://upload.wikimedia.org/wikipedia/commons/3/3e/Zemke_Janusz.jpg,161272026,/m/0f6zmc,,96784,,,,,,,,,,,,,,,,,,,,,,,,,,Janusz Zemke,,,Janusz Zemke,Janusz Zemke,Janusz Zemke,Janusz Zemke,Janusz Zemke,Janusz Zemke,Janusz Zemke,Janusz Zemke,,,,,,,Janusz Zemke,,,Janusz Zemke,Janusz Zemke,Janusz Zemke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q376870
zbigniew-ziobro,Zbigniew Ziobro,Zbigniew Ziobro,6,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VI_kadencji,Województwo małopolskie 13,13-6,,Q159472,2009-06-10,Zbysław Owczarski,Zbigniew Ziobro,Zbigniew Ziobro,male,1970-08-18,Zbigniew,https://upload.wikimedia.org/wikipedia/commons/4/41/Zbigniew_Ziobro_-_zdjecie.jpg,84385152,/m/0f6zqh,,96803,,,http://www.zbigniewziobro.pl,137357192,,,,,,,,,,,,,jx20071002013,,,,,,,,,Zbigniew Ziobro,,,Zbigniew Ziobro,Zbigniew Ziobro,Zbigniew Ziobro,Zbigniew Ziobro,Zbigniew Ziobro,Zbigniew Ziobro,Zbigniew Ziobro,Zbigniew Ziobro,,,,,,,Zbigniew Ziobro,Zbigniew Ziobro,,Zbigniew Ziobro,Zbigniew Ziobro,Zbigniew Ziobro,,,,,,,,,,,,,,,,,,,,,,,,,,Zbigniew Ziobro,,,,,,,,,,,,,,,,,,,,,Zbigniew Ziobro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zbigniew Ziobro,,,,,,,,,,,,Zbigniew Ziobro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q159472
