id,name,sort_name,given_name,family_name,area,party,source,identifier__aph,email,website,facebook,twitter,wikipedia,wikipedia_name,start_date,end_date,term
10004,Dick Adams,"Adams, Dick",Dick,Adams,Lyons,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Dick_Adams_(politician),Dick Adams (politician),1998-10-03,2001-11-10,39
10004,Dick Adams,"Adams, Dick",Dick,Adams,Lyons,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Dick_Adams_(politician),Dick Adams (politician),2001-11-10,2004-10-09,40
10004,Dick Adams,"Adams, Dick",Dick,Adams,Lyons,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Dick_Adams_(politician),Dick Adams (politician),2004-10-09,2007-11-24,41
10004,Dick Adams,"Adams, Dick",Dick,Adams,Lyons,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Dick_Adams_(politician),Dick Adams (politician),2007-11-24,2010-08-21,42
10004,Dick Adams,"Adams, Dick",Dick,Adams,Lyons,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Dick_Adams_(politician),Dick Adams (politician),2010-08-21,2013-09-07,43
10006,Albert Adermann,"Adermann, Albert",Albert,Adermann,Fairfax,National Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1987-07-11,1990-02-19,35
10007,Anthony Albanese,"Albanese, Anthony",Anthony,Albanese,Grayndler,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,R36,A.Albanese.MP@aph.gov.au,http://www.anthonyalbanese.com.au,"",http://twitter.com/AlboMP,http://en.wikipedia.org/wiki/Anthony_Albanese,Anthony Albanese,1996-03-02,1998-10-03,38
10007,Anthony Albanese,"Albanese, Anthony",Anthony,Albanese,Grayndler,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,R36,A.Albanese.MP@aph.gov.au,http://www.anthonyalbanese.com.au,"",http://twitter.com/AlboMP,http://en.wikipedia.org/wiki/Anthony_Albanese,Anthony Albanese,1998-10-03,2001-11-10,39
10007,Anthony Albanese,"Albanese, Anthony",Anthony,Albanese,Grayndler,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,R36,A.Albanese.MP@aph.gov.au,http://www.anthonyalbanese.com.au,"",http://twitter.com/AlboMP,http://en.wikipedia.org/wiki/Anthony_Albanese,Anthony Albanese,2001-11-10,2004-10-09,40
10007,Anthony Albanese,"Albanese, Anthony",Anthony,Albanese,Grayndler,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,R36,A.Albanese.MP@aph.gov.au,http://www.anthonyalbanese.com.au,"",http://twitter.com/AlboMP,http://en.wikipedia.org/wiki/Anthony_Albanese,Anthony Albanese,2004-10-09,2007-11-24,41
10007,Anthony Albanese,"Albanese, Anthony",Anthony,Albanese,Grayndler,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,R36,A.Albanese.MP@aph.gov.au,http://www.anthonyalbanese.com.au,"",http://twitter.com/AlboMP,http://en.wikipedia.org/wiki/Anthony_Albanese,Anthony Albanese,2007-11-24,2010-08-21,42
10007,Anthony Albanese,"Albanese, Anthony",Anthony,Albanese,Grayndler,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,R36,A.Albanese.MP@aph.gov.au,http://www.anthonyalbanese.com.au,"",http://twitter.com/AlboMP,http://en.wikipedia.org/wiki/Anthony_Albanese,Anthony Albanese,2010-08-21,2013-09-07,43
10007,Anthony Albanese,"Albanese, Anthony",Anthony,Albanese,Grayndler,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,R36,A.Albanese.MP@aph.gov.au,http://www.anthonyalbanese.com.au,"",http://twitter.com/AlboMP,http://en.wikipedia.org/wiki/Anthony_Albanese,Anthony Albanese,2013-09-07,,44
10008,Kenneth Aldred,"Aldred, Kenneth",Kenneth,Aldred,Bruce,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1987-07-11,1990-03-24,35
10008,Kenneth Aldred,"Aldred, Kenneth",Kenneth,Aldred,Deakin,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1990-03-24,1993-03-13,36
10008,Kenneth Aldred,"Aldred, Kenneth",Kenneth,Aldred,Deakin,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1993-03-13,1996-01-29,37
10011,John Anderson,"Anderson, John",John,Anderson,Gwydir,National Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/John_Anderson_(Australian_politician),John Anderson (Australian politician),1989-04-15,1990-03-24,35
10011,John Anderson,"Anderson, John",John,Anderson,Gwydir,National Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/John_Anderson_(Australian_politician),John Anderson (Australian politician),1990-03-24,1993-03-13,36
10011,John Anderson,"Anderson, John",John,Anderson,Gwydir,National Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/John_Anderson_(Australian_politician),John Anderson (Australian politician),1993-03-13,1996-03-02,37
10011,John Anderson,"Anderson, John",John,Anderson,Gwydir,National Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/John_Anderson_(Australian_politician),John Anderson (Australian politician),1996-03-02,1998-10-03,38
10011,John Anderson,"Anderson, John",John,Anderson,Gwydir,National Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/John_Anderson_(Australian_politician),John Anderson (Australian politician),1998-10-03,2001-11-10,39
10011,John Anderson,"Anderson, John",John,Anderson,Gwydir,National Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/John_Anderson_(Australian_politician),John Anderson (Australian politician),2001-11-10,2004-10-09,40
10011,John Anderson,"Anderson, John",John,Anderson,Gwydir,National Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/John_Anderson_(Australian_politician),John Anderson (Australian politician),2004-10-09,2007-10-17,41
10012,Peter Andren,"Andren, Peter",Peter,Andren,Calare,Independent,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Peter_Andren,Peter Andren,1996-03-02,1998-10-03,38
10012,Peter Andren,"Andren, Peter",Peter,Andren,Calare,Independent,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Peter_Andren,Peter Andren,1998-10-03,2001-11-10,39
10012,Peter Andren,"Andren, Peter",Peter,Andren,Calare,Independent,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Peter_Andren,Peter Andren,2001-11-10,2004-10-09,40
10012,Peter Andren,"Andren, Peter",Peter,Andren,Calare,Independent,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Peter_Andren,Peter Andren,2004-10-09,2007-10-17,41
10013,John Andrew,"Andrew, John",John,Andrew,Wakefield,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1987-07-11,1990-03-24,35
10013,John Andrew,"Andrew, John",John,Andrew,Wakefield,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1990-03-24,1993-03-13,36
10013,John Andrew,"Andrew, John",John,Andrew,Wakefield,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1993-03-13,1996-03-02,37
10013,John Andrew,"Andrew, John",John,Andrew,Wakefield,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1996-03-02,1998-10-03,38
10013,John Andrew,"Andrew, John",John,Andrew,Wakefield,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1998-10-03,1998-11-10,39
10013,John Andrew,"Andrew, John",John,Andrew,Wakefield,SPK,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1998-11-10,2001-11-10,39
10013,John Andrew,"Andrew, John",John,Andrew,Wakefield,SPK,http://data.openaustralia.org/members/representatives.xml,,,,,,,,2001-11-10,2004-08-31,40
10014,Kevin Andrews,"Andrews, Kevin",Kevin,Andrews,Menzies,Liberal Party,http://data.openaustralia.org/members/representatives.xml,HK5,menzies@aph.gov.au,http://www.kevinandrews.com.au,http://www.facebook.com/kevinandrewsmp,http://twitter.com/kevinandrewsmp,http://en.wikipedia.org/wiki/Kevin_Andrews_(Australian_politician),Kevin Andrews (Australian politician),1991-05-11,1993-03-13,36
10014,Kevin Andrews,"Andrews, Kevin",Kevin,Andrews,Menzies,Liberal Party,http://data.openaustralia.org/members/representatives.xml,HK5,menzies@aph.gov.au,http://www.kevinandrews.com.au,http://www.facebook.com/kevinandrewsmp,http://twitter.com/kevinandrewsmp,http://en.wikipedia.org/wiki/Kevin_Andrews_(Australian_politician),Kevin Andrews (Australian politician),1993-03-13,1996-03-02,37
10014,Kevin Andrews,"Andrews, Kevin",Kevin,Andrews,Menzies,Liberal Party,http://data.openaustralia.org/members/representatives.xml,HK5,menzies@aph.gov.au,http://www.kevinandrews.com.au,http://www.facebook.com/kevinandrewsmp,http://twitter.com/kevinandrewsmp,http://en.wikipedia.org/wiki/Kevin_Andrews_(Australian_politician),Kevin Andrews (Australian politician),1996-03-02,1998-10-03,38
10014,Kevin Andrews,"Andrews, Kevin",Kevin,Andrews,Menzies,Liberal Party,http://data.openaustralia.org/members/representatives.xml,HK5,menzies@aph.gov.au,http://www.kevinandrews.com.au,http://www.facebook.com/kevinandrewsmp,http://twitter.com/kevinandrewsmp,http://en.wikipedia.org/wiki/Kevin_Andrews_(Australian_politician),Kevin Andrews (Australian politician),1998-10-03,2001-11-10,39
10014,Kevin Andrews,"Andrews, Kevin",Kevin,Andrews,Menzies,Liberal Party,http://data.openaustralia.org/members/representatives.xml,HK5,menzies@aph.gov.au,http://www.kevinandrews.com.au,http://www.facebook.com/kevinandrewsmp,http://twitter.com/kevinandrewsmp,http://en.wikipedia.org/wiki/Kevin_Andrews_(Australian_politician),Kevin Andrews (Australian politician),2001-11-10,2004-10-09,40
10014,Kevin Andrews,"Andrews, Kevin",Kevin,Andrews,Menzies,Liberal Party,http://data.openaustralia.org/members/representatives.xml,HK5,menzies@aph.gov.au,http://www.kevinandrews.com.au,http://www.facebook.com/kevinandrewsmp,http://twitter.com/kevinandrewsmp,http://en.wikipedia.org/wiki/Kevin_Andrews_(Australian_politician),Kevin Andrews (Australian politician),2004-10-09,2007-11-24,41
10014,Kevin Andrews,"Andrews, Kevin",Kevin,Andrews,Menzies,Liberal Party,http://data.openaustralia.org/members/representatives.xml,HK5,menzies@aph.gov.au,http://www.kevinandrews.com.au,http://www.facebook.com/kevinandrewsmp,http://twitter.com/kevinandrewsmp,http://en.wikipedia.org/wiki/Kevin_Andrews_(Australian_politician),Kevin Andrews (Australian politician),2007-11-24,2010-08-21,42
10014,Kevin Andrews,"Andrews, Kevin",Kevin,Andrews,Menzies,Liberal Party,http://data.openaustralia.org/members/representatives.xml,HK5,menzies@aph.gov.au,http://www.kevinandrews.com.au,http://www.facebook.com/kevinandrewsmp,http://twitter.com/kevinandrewsmp,http://en.wikipedia.org/wiki/Kevin_Andrews_(Australian_politician),Kevin Andrews (Australian politician),2010-08-21,2013-09-07,43
10014,Kevin Andrews,"Andrews, Kevin",Kevin,Andrews,Menzies,Liberal Party,http://data.openaustralia.org/members/representatives.xml,HK5,menzies@aph.gov.au,http://www.kevinandrews.com.au,http://www.facebook.com/kevinandrewsmp,http://twitter.com/kevinandrewsmp,http://en.wikipedia.org/wiki/Kevin_Andrews_(Australian_politician),Kevin Andrews (Australian politician),2013-09-07,,44
10016,Larry Anthony,"Anthony, Larry",Larry,Anthony,Richmond,National Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1996-03-02,1998-10-03,38
10016,Larry Anthony,"Anthony, Larry",Larry,Anthony,Richmond,National Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1998-10-03,2001-11-10,39
10016,Larry Anthony,"Anthony, Larry",Larry,Anthony,Richmond,National Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,2001-11-10,2004-10-09,40
10019,Rodney Atkinson,"Atkinson, Rodney",Rodney,Atkinson,Isaacs,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1990-03-24,1993-03-13,36
10019,Rodney Atkinson,"Atkinson, Rodney",Rodney,Atkinson,Isaacs,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1993-03-13,1996-03-02,37
10021,Fran Bailey,"Bailey, Fran",Fran,Bailey,McEwen,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Fran_Bailey,Fran Bailey,1990-03-24,1993-03-13,36
10021,Fran Bailey,"Bailey, Fran",Fran,Bailey,McEwen,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Fran_Bailey,Fran Bailey,1996-03-02,1998-10-03,38
10021,Fran Bailey,"Bailey, Fran",Fran,Bailey,McEwen,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Fran_Bailey,Fran Bailey,1998-10-03,2001-11-10,39
10021,Fran Bailey,"Bailey, Fran",Fran,Bailey,McEwen,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Fran_Bailey,Fran Bailey,2001-11-10,2004-10-09,40
10021,Fran Bailey,"Bailey, Fran",Fran,Bailey,McEwen,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Fran_Bailey,Fran Bailey,2004-10-09,2007-11-24,41
10021,Fran Bailey,"Bailey, Fran",Fran,Bailey,McEwen,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Fran_Bailey,Fran Bailey,2007-11-24,2010-08-21,42
10023,Bruce Baird,"Baird, Bruce",Bruce,Baird,Cook,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Bruce_Baird,Bruce Baird,1998-10-03,2001-11-10,39
10023,Bruce Baird,"Baird, Bruce",Bruce,Baird,Cook,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Bruce_Baird,Bruce Baird,2001-11-10,2004-10-09,40
10023,Bruce Baird,"Baird, Bruce",Bruce,Baird,Cook,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Bruce_Baird,Bruce Baird,2004-10-09,2007-10-17,41
10024,Mark Baker,"Baker, Mark",Mark,Baker,Braddon,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Mark_Baker_(politician),Mark Baker (politician),2004-10-09,2007-11-24,41
10025,Peter Baldwin,"Baldwin, Peter",Peter,Baldwin,Sydney,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1987-07-11,1990-03-24,35
10025,Peter Baldwin,"Baldwin, Peter",Peter,Baldwin,Sydney,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1990-03-24,1993-03-13,36
10025,Peter Baldwin,"Baldwin, Peter",Peter,Baldwin,Sydney,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1993-03-13,1996-03-02,37
10025,Peter Baldwin,"Baldwin, Peter",Peter,Baldwin,Sydney,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1996-03-02,1998-08-31,38
10026,Bob Baldwin,"Baldwin, Bob",Bob,Baldwin,Paterson,Liberal Party,http://data.openaustralia.org/members/representatives.xml,LL6,Bob.Baldwin.MP@aph.gov.au,http://www.bobbaldwin.com.au/,http://en-gb.facebook.com/bobbaldwinmp,http://twitter.com/bobbaldwinmp,http://en.wikipedia.org/wiki/Bob_Baldwin,Bob Baldwin,1996-03-02,1998-10-03,38
10026,Bob Baldwin,"Baldwin, Bob",Bob,Baldwin,Paterson,Liberal Party,http://data.openaustralia.org/members/representatives.xml,LL6,Bob.Baldwin.MP@aph.gov.au,http://www.bobbaldwin.com.au/,http://en-gb.facebook.com/bobbaldwinmp,http://twitter.com/bobbaldwinmp,http://en.wikipedia.org/wiki/Bob_Baldwin,Bob Baldwin,2001-11-10,2004-10-09,40
10026,Bob Baldwin,"Baldwin, Bob",Bob,Baldwin,Paterson,Liberal Party,http://data.openaustralia.org/members/representatives.xml,LL6,Bob.Baldwin.MP@aph.gov.au,http://www.bobbaldwin.com.au/,http://en-gb.facebook.com/bobbaldwinmp,http://twitter.com/bobbaldwinmp,http://en.wikipedia.org/wiki/Bob_Baldwin,Bob Baldwin,2004-10-09,2007-11-24,41
10026,Bob Baldwin,"Baldwin, Bob",Bob,Baldwin,Paterson,Liberal Party,http://data.openaustralia.org/members/representatives.xml,LL6,Bob.Baldwin.MP@aph.gov.au,http://www.bobbaldwin.com.au/,http://en-gb.facebook.com/bobbaldwinmp,http://twitter.com/bobbaldwinmp,http://en.wikipedia.org/wiki/Bob_Baldwin,Bob Baldwin,2007-11-24,2010-08-21,42
10026,Bob Baldwin,"Baldwin, Bob",Bob,Baldwin,Paterson,Liberal Party,http://data.openaustralia.org/members/representatives.xml,LL6,Bob.Baldwin.MP@aph.gov.au,http://www.bobbaldwin.com.au/,http://en-gb.facebook.com/bobbaldwinmp,http://twitter.com/bobbaldwinmp,http://en.wikipedia.org/wiki/Bob_Baldwin,Bob Baldwin,2010-08-21,2013-09-07,43
10026,Bob Baldwin,"Baldwin, Bob",Bob,Baldwin,Paterson,Liberal Party,http://data.openaustralia.org/members/representatives.xml,LL6,Bob.Baldwin.MP@aph.gov.au,http://www.bobbaldwin.com.au/,http://en-gb.facebook.com/bobbaldwinmp,http://twitter.com/bobbaldwinmp,http://en.wikipedia.org/wiki/Bob_Baldwin,Bob Baldwin,2013-09-07,,44
10028,Phillip Barresi,"Barresi, Phillip",Phillip,Barresi,Deakin,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Phil_Barresi,Phil Barresi,1996-03-02,1998-10-03,38
10028,Phillip Barresi,"Barresi, Phillip",Phillip,Barresi,Deakin,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Phil_Barresi,Phil Barresi,1998-10-03,2001-11-10,39
10028,Phillip Barresi,"Barresi, Phillip",Phillip,Barresi,Deakin,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Phil_Barresi,Phil Barresi,2001-11-10,2004-10-09,40
10028,Phillip Barresi,"Barresi, Phillip",Phillip,Barresi,Deakin,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Phil_Barresi,Phil Barresi,2004-10-09,2007-11-24,41
10030,Kerry Bartlett,"Bartlett, Kerry",Kerry,Bartlett,Macquarie,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Kerry_Bartlett,Kerry Bartlett,1996-03-02,1998-10-03,38
10030,Kerry Bartlett,"Bartlett, Kerry",Kerry,Bartlett,Macquarie,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Kerry_Bartlett,Kerry Bartlett,1998-10-03,2001-11-10,39
10030,Kerry Bartlett,"Bartlett, Kerry",Kerry,Bartlett,Macquarie,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Kerry_Bartlett,Kerry Bartlett,2001-11-10,2004-10-09,40
10030,Kerry Bartlett,"Bartlett, Kerry",Kerry,Bartlett,Macquarie,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Kerry_Bartlett,Kerry Bartlett,2004-10-09,2007-11-24,41
10034,Julian Beale,"Beale, Julian",Julian,Beale,Bruce,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1990-03-24,1993-03-13,36
10034,Julian Beale,"Beale, Julian",Julian,Beale,Bruce,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1993-03-13,1996-03-02,37
10034,Julian Beale,"Beale, Julian",Julian,Beale,Deakin,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1987-07-11,1990-03-24,35
10035,Kim Beazley,"Beazley, Kim",Kim,Beazley,Brand,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Kim_Beazley,Kim Beazley,1996-03-02,1998-10-03,38
10035,Kim Beazley,"Beazley, Kim",Kim,Beazley,Brand,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Kim_Beazley,Kim Beazley,1998-10-03,2001-11-10,39
10035,Kim Beazley,"Beazley, Kim",Kim,Beazley,Brand,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Kim_Beazley,Kim Beazley,2001-11-10,2004-10-09,40
10035,Kim Beazley,"Beazley, Kim",Kim,Beazley,Brand,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Kim_Beazley,Kim Beazley,2004-10-09,2007-10-17,41
10035,Kim Beazley,"Beazley, Kim",Kim,Beazley,Swan,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Kim_Beazley,Kim Beazley,1987-07-11,1990-03-24,35
10035,Kim Beazley,"Beazley, Kim",Kim,Beazley,Swan,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Kim_Beazley,Kim Beazley,1990-03-24,1993-03-13,36
10035,Kim Beazley,"Beazley, Kim",Kim,Beazley,Swan,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Kim_Beazley,Kim Beazley,1993-03-13,1996-03-02,37
10036,David Beddall,"Beddall, David",David,Beddall,Rankin,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1987-07-11,1990-03-24,35
10036,David Beddall,"Beddall, David",David,Beddall,Rankin,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1990-03-24,1993-03-13,36
10036,David Beddall,"Beddall, David",David,Beddall,Rankin,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1993-03-13,1996-03-02,37
10036,David Beddall,"Beddall, David",David,Beddall,Rankin,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1996-03-02,1998-08-31,38
10039,Arch Bevis,"Bevis, Arch",Arch,Bevis,Brisbane,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Arch_Bevis,Arch Bevis,1990-03-24,1993-03-13,36
10039,Arch Bevis,"Bevis, Arch",Arch,Bevis,Brisbane,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Arch_Bevis,Arch Bevis,1993-03-13,1996-03-02,37
10039,Arch Bevis,"Bevis, Arch",Arch,Bevis,Brisbane,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Arch_Bevis,Arch Bevis,1996-03-02,1998-10-03,38
10039,Arch Bevis,"Bevis, Arch",Arch,Bevis,Brisbane,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Arch_Bevis,Arch Bevis,1998-10-03,2001-11-10,39
10039,Arch Bevis,"Bevis, Arch",Arch,Bevis,Brisbane,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Arch_Bevis,Arch Bevis,2001-11-10,2004-10-09,40
10039,Arch Bevis,"Bevis, Arch",Arch,Bevis,Brisbane,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Arch_Bevis,Arch Bevis,2004-10-09,2007-11-24,41
10039,Arch Bevis,"Bevis, Arch",Arch,Bevis,Brisbane,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Arch_Bevis,Arch Bevis,2007-11-24,2010-08-21,42
